"Experiment","Attribute","Beta.Coeff","P.Value","Adj.R2","DF","Geography","Data.range"
6,"MONTH.AGE.BEGIN14",0.00743120636328829,7.25292662937136e-162,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN15",0.00754342626434354,6.23630044794294e-151,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN16",0.00606118359850321,7.16155552865127e-91,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN17",0.0071344383119943,4.79778695772263e-115,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN18",0.00705669773623272,2.99353405201515e-102,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN19",0.00768118802643011,3.40145805597323e-111,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN20",0.00754719260415751,7.32191484155036e-99,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN21",0.00754681719336006,1.80241654768889e-88,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN22",0.0070494739972861,4.72344287778438e-73,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN23",0.00767475686868056,1.46040316304707e-78,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN24",0.00636857563796225,5.51524338756649e-48,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN25",0.00740310864154585,3.72516162334446e-60,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN26",0.00782345710430224,3.2023347513097e-61,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN27",0.00668579813021394,3.62260414721996e-40,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN28",0.00658490364213628,1.05357227921525e-35,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN29",0.00687043676826554,5.02020528677861e-35,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN30",0.00687983041606911,8.55093751766476e-32,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN31",0.00787618677048354,3.38358667160247e-37,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN32",0.00580428239649205,6.04019410673942e-19,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN33",0.00619524705469164,2.67023332551911e-19,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN34",0.00671782767170882,3.86008464120493e-20,0.00740397573345941,1890645,"ALL","2011-2015"
6,"MONTH.AGE.BEGIN35",0.00574111034502446,1.3967061263788e-13,0.00740397573345941,1890645,"ALL","2011-2015"
5,"int_rate",0.00068419201314875,0,0.00727968085750297,1889797,"ALL","2011-2015"
5,"UNEMP.RT_ISS",-0.000318131603828732,1.26082428827151e-20,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN0",-1.72125428168322e-05,0.936329095706143,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN1",0.000764130355939808,0.000393638894160807,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN2",0.00110291481670964,3.54902345355302e-07,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN3",0.0019023354341918,2.21697896250472e-18,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN4",0.00283368087615327,1.95402268001338e-38,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN5",0.00318829021941653,1.21224139260263e-47,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN6",0.00391636194032825,4.98020072940663e-70,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN7",0.00456739835587233,3.91431516599833e-93,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN8",0.00494780701291059,5.41776696289784e-107,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN9",0.00542058045753109,2.13867221414597e-125,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN10",0.00594043034651532,7.04051222390083e-140,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN11",0.00580793701626729,3.56841581308927e-125,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN12",0.00638318182375373,1.6109334068831e-138,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN13",0.00638321675477801,2.54140095417135e-130,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN14",0.00689900561587417,1.84861250843501e-140,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN15",0.00694460470711943,2.0413778869758e-129,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN16",0.00664971818906045,7.90231104957468e-111,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN17",0.00703566542843706,2.50716415541401e-114,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN18",0.00685306575492412,5.37047980489089e-99,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN19",0.00748385407326439,3.23900776251587e-109,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN20",0.00679283027804031,1.59415514245975e-83,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN21",0.00684847019180738,1.05088117120989e-76,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN22",0.00715280040608622,4.96208558758907e-79,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN23",0.00704116945545082,3.6292201437259e-70,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN24",0.00673597959837633,9.80658714977279e-57,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN25",0.0071170630772089,2.13710303646054e-59,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN26",0.00657886180602607,8.56970569502483e-47,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN27",0.00711579751918253,1.24220072375196e-48,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN28",0.00660061861611394,1.67624693918765e-38,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN29",0.00608824145434426,5.6096141973998e-30,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN30",0.00734800973302777,9.83085643060392e-39,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN31",0.00592154408802554,2.70209979189035e-23,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN32",0.00721686727701491,1.53788022904451e-30,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN33",0.00501995566744386,5.19962126666174e-14,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN34",0.0063104068139432,4.41932501125187e-19,0.00727968085750297,1889797,"ALL","2011-2015"
5,"MONTH.AGE.BEGIN35",0.00338298224745407,6.85023694272097e-06,0.00727968085750297,1889797,"ALL","2011-2015"
4,"int_rate",0.000700241383273477,0,0.00738091717491784,1890647,"ALL","2011-2015"
4,"UNEMP.RT.BEGIN_DT",-0.000286882285553245,5.44148136944857e-13,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN0",0.000201387522497265,0.352304073450709,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN1",0.000842820390033314,9.83937844051047e-05,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN2",0.00130281331207436,2.0221173173065e-09,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN3",0.00230844264691063,3.4366347594901e-26,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN4",0.00283388966750452,2.72899005131228e-38,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN5",0.00357709928217568,2.69972528336523e-59,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN6",0.00390249282452185,2.53680434927397e-69,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN7",0.00468781127208138,1.10680369443075e-97,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN8",0.0052799668981203,3.18538669265539e-121,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN9",0.00542330883370259,4.37529946507333e-125,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN10",0.00566697230189467,5.47899441800914e-127,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN11",0.00627892057012686,1.91902039493237e-145,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN12",0.00643422542186407,3.41424401977299e-140,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN13",0.00632573500267975,1.40349826265859e-127,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN14",0.00731115523371316,2.12668195190238e-157,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN15",0.00736269090625045,4.08356050737458e-145,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN16",0.00582686550043534,3.05231074560184e-85,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN17",0.00684357855356271,5.09040922213487e-108,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN18",0.00670317641349209,8.409616033401e-95,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN19",0.00727169463591026,5.19665379745078e-103,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN20",0.00708146752261033,1.49232249811334e-90,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN21",0.00701243683485252,4.77563690159772e-80,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN22",0.00647064116315702,7.13715283918961e-65,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN23",0.0070369022125134,5.84783622969645e-70,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN24",0.00565579559185901,1.86407665139365e-40,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN25",0.00664316964513577,7.16279181883671e-52,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN26",0.00700887228829251,8.84439745402828e-53,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN27",0.00580060512030609,9.52308138829888e-33,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN28",0.00564335979430842,1.55896379671281e-28,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN29",0.0058690505464428,7.29427854392466e-28,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN30",0.00581552372593277,7.38007987934593e-25,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN31",0.00675395704076102,7.99814110320604e-30,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN32",0.00462526536091955,1.95856213486327e-13,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN33",0.00495714026819052,9.10714289049579e-14,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN34",0.00542267543391988,1.49725279209539e-14,0.00738091717491784,1890647,"ALL","2011-2015"
4,"MONTH.AGE.BEGIN35",0.00438733329056731,4.91816930970805e-09,0.00738091717491784,1890647,"ALL","2011-2015"
3,"int_rate",0.000518544299209715,1.10823126537143e-50,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"UNEMP.RT.BEGIN_DT",0.000158403931099722,0.183911926497692,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN0",-0.000264236190867367,0.707702336599891,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN1",0.00114791054995621,0.102422793093342,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN2",0.00127734173889802,0.0698992802279237,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN3",0.00181559451552338,0.0100611667729255,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN4",0.00287630211684112,4.65113143998522e-05,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN5",0.00427992562217278,1.53531821532783e-09,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN6",0.0031005651815621,1.33016265899282e-05,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN7",0.00349315452241365,1.06987872078739e-06,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN8",0.00508361945728737,1.68257594641624e-12,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN9",0.00409903388753924,1.66028538498874e-08,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN10",0.00566383516534876,1.04468830961084e-14,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN11",0.00510450342157127,4.77205545514528e-12,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN12",0.00512258576130287,6.7634935763907e-12,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN13",0.0059627129258133,2.56449080738559e-15,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN14",0.0067505851209377,9.26138511732703e-19,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN15",0.00757576722693892,1.10177205999826e-22,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN16",0.00600221799601609,1.89548195035112e-14,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN17",0.00578068059513723,3.43764370942712e-13,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN18",0.00568960111664585,1.68423420052456e-12,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN19",0.00530181866037918,9.10240348489775e-11,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN20",0.00721412087462919,4.06124668346683e-18,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN21",0.00521604832288031,6.78383373614988e-10,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN22",0.0064751034428072,4.71988918391145e-14,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN23",0.0070337300425179,9.00908406669148e-16,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN24",0.00550447372559799,7.27768012348757e-10,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN25",0.0059075483921094,9.36154626125208e-11,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN26",0.0052636370554591,1.63838291658337e-08,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN27",0.00734758932657339,1.08957635597847e-14,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN28",0.00646633670557159,2.57812396234578e-11,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN29",0.00672858419870442,1.06122908501436e-11,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN30",0.00699774434633151,4.18301072430475e-12,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN31",0.006236690455669,1.6625481224638e-09,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN32",0.00610226034685788,9.17072009608836e-09,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN33",0.00395145916570014,0.000279704755857066,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN34",0.00542053931399931,1.15035672825318e-06,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
3,"MONTH.AGE.BEGIN35",0.00517846943945818,6.20297449136715e-06,0.00621244652020092,260725,"ALL","2012Q1-2013Q3"
2,"int_rate",0.000517678498532606,1.50973837337788e-50,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"UNEMP.RT_ISS",0.000113785631912851,0.253272292197235,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN0",-6.40739557045011e-05,0.925860161012713,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN1",0.00133576245764166,0.0524010985586387,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN2",0.00145222919372688,0.0359552710044976,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN3",0.00197705085099826,0.00444303061196094,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN4",0.00302366408352284,1.46145878642894e-05,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN5",0.00441280664523449,3.16471544498666e-10,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN6",0.00321896246111049,5.18967716194663e-06,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN7",0.00359661958852761,4.35841689945859e-07,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN8",0.00517251584586379,5.47812604951328e-13,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN9",0.00417315065131381,8.26490269234708e-09,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN10",0.00572336467156885,4.90440810768728e-15,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN11",0.00514934448021491,2.95187489288771e-12,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN12",0.00515267569623035,4.98819858900526e-12,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN13",0.00597811940016818,2.1609894342876e-15,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN14",0.00675134083196349,9.18040293416962e-19,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN15",0.00756209526709619,1.30106003267541e-22,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN16",0.00597398548731146,2.4543939859809e-14,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN17",0.00573816960148238,4.88823896470735e-13,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN18",0.00563321754656807,2.58980948388013e-12,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN19",0.00523143899528723,1.46543092285414e-10,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN20",0.00713026871855224,7.88240378534863e-18,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN21",0.00511923733408471,1.20886545284924e-09,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN22",0.00636511228431086,9.64928721949561e-14,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN23",0.00691156037719108,1.9680538214896e-15,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN24",0.0053698150656503,1.46959983878633e-09,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN25",0.00576121209397981,1.98358164887754e-10,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN26",0.00510644903322402,3.35580538019089e-08,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN27",0.00718054475215372,2.56161388802199e-14,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN28",0.00628975069328382,5.85216380034928e-11,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN29",0.00654323207701811,2.45401491195778e-11,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN30",0.00680472495502535,9.80251861565219e-12,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN31",0.00603618563279529,3.72039114553815e-09,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN32",0.00589441722745213,2.02228821908007e-08,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN33",0.00373686078001199,0.000512486606109041,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN34",0.00519923498082281,2.39051071079873e-06,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
2,"MONTH.AGE.BEGIN35",0.00495145863452495,1.24619801676302e-05,0.00621069101958616,260725,"ALL","2012Q1-2013Q3"
1,"int_rate",0.00053348935389687,0.000151004866548032,0.0062778125846823,18339,"CA","2012-2015"
1,"UNEMP.RT.BEGIN_DT",-0.000303937264655229,0.52182317199402,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN0",0.000292215961719008,0.898597674853895,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN1",0.00126050649464148,0.581832679948427,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN2",0.00325155245478043,0.156223261618866,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN3",0.00224535285869042,0.32981887889092,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN4",0.00534865681551401,0.0207156489768834,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN5",0.00330604915722713,0.1552974061734,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN6",0.0065357209400445,0.00530922163071443,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN7",0.0110072713373059,3.34693830121831e-06,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN8",0.00563277683710953,0.0183398644153311,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN9",0.00803737885949557,0.000900757126659987,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN10",0.00251976545504252,0.319831830363486,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN11",0.00781204655363759,0.00255214103993445,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN12",0.00421591297356168,0.118496131065308,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN13",0.00453773555774015,0.105933767023663,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN14",0.00491105453107935,0.0938042107683258,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN15",0.0107648474468549,0.000423111853670803,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN16",0.00970135219249306,0.0022865367233503,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN17",0.00403127812592448,0.220397542011772,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN18",0.0114364630367784,0.000980546824701779,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN19",0.00997407545352334,0.00606884145441736,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN20",0.0107955914389837,0.00438406556635446,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN21",0.00274151053016147,0.490449330507789,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN22",0.00289169052376986,0.480435616087676,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN23",0.00670634858330702,0.11681513268542,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN24",-0.00041406763837777,0.928062247961313,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN25",0.00411800866833579,0.393812470090086,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN26",0.00463915577517369,0.363234213415809,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN27",0.00560730959653322,0.30982632570047,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN28",0.0124748824220495,0.0294299188684436,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN29",-0.00036477879656833,0.951544955650299,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN30",-0.000440204831827733,0.943625217111567,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN31",-0.000420727001013884,0.949240004869427,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN32",-0.000334132935199887,0.963050755517826,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN33",-0.000301914587388033,0.968340711173533,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN34",-0.000290251298383201,0.972240087532668,0.0062778125846823,18339,"CA","2012-2015"
1,"MONTH.AGE.BEGIN35",0.015114886694089,0.089419547588061,0.0062778125846823,18339,"CA","2012-2015"
