"State","YEAR","Zip3","AvgIncome"
"KY",2015,"423xx",79281
"KY",2015,"424xx",61589
"KY",2015,"425xx",38188
"KY",2015,"426xx",31528
"KY",2015,"427xx",76231
"KY",2016,"400xx",85967
"KY",2016,"401xx",58885
"KY",2016,"402xx",136773
"KY",2016,"403xx",86402
"KY",2016,"404xx",84688
"KY",2016,"405xx",126014
"KY",2016,"406xx",187023
"KY",2016,"407xx",50842
"KY",2016,"408xx",6021
"KY",2016,"409xx",24249
"KY",2016,"410xx",101608
"KY",2016,"411xx",34225
"KY",2016,"412xx",13895
"KY",2016,"413xx",14863
"KY",2016,"414xx",22771
"KY",2016,"415xx",21848
"KY",2016,"416xx",11816
"KY",2016,"417xx",13323
"KY",2016,"418xx",6585
"KY",2016,"420xx",55163
"KY",2016,"421xx",90836
"KY",2016,"422xx",56844
"KY",2016,"423xx",79281
"KY",2016,"424xx",61589
"KY",2016,"425xx",38188
"KY",2016,"426xx",31528
"KY",2016,"427xx",76231
"LA",2011,"700xx",103176
"LA",2011,"701xx",88014
"LA",2011,"703xx",65621
"LA",2011,"704xx",72305
"LA",2011,"705xx",78053
"LA",2011,"706xx",71554
"LA",2011,"707xx",83510
"LA",2011,"708xx",122045
"LA",2011,"710xx",32232
"LA",2011,"711xx",97181
"LA",2011,"712xx",62068
"LA",2011,"713xx",48047
"LA",2011,"714xx",30635
"LA",2012,"700xx",112118
"LA",2012,"701xx",105530
"LA",2012,"703xx",71371
"LA",2012,"704xx",83661
"LA",2012,"705xx",84677
"LA",2012,"706xx",74210
"LA",2012,"707xx",90600
"LA",2012,"708xx",135623
"LA",2012,"710xx",31855
"LA",2012,"711xx",97293
"LA",2012,"712xx",62266
"LA",2012,"713xx",48494
"LA",2012,"714xx",31580
"LA",2013,"700xx",109658
"LA",2013,"701xx",102572
"LA",2013,"703xx",74293
"LA",2013,"704xx",83703
"LA",2013,"705xx",86340
"LA",2013,"706xx",76432
"LA",2013,"707xx",95239
"LA",2013,"708xx",133854
"LA",2013,"710xx",32460
"LA",2013,"711xx",97214
"LA",2013,"712xx",63002
"LA",2013,"713xx",48957
"LA",2013,"714xx",31493
"LA",2014,"700xx",112514
"LA",2014,"701xx",109390
"LA",2014,"703xx",77420
"LA",2014,"704xx",88527
"LA",2014,"705xx",90908
"LA",2014,"706xx",81257
"LA",2014,"707xx",101558
"LA",2014,"708xx",140420
"LA",2014,"710xx",33118
"LA",2014,"711xx",100681
"LA",2014,"712xx",64693
"LA",2014,"713xx",50004
"LA",2014,"714xx",32382
"LA",2015,"700xx",112514
"LA",2015,"701xx",109390
"LA",2015,"703xx",77420
"LA",2015,"704xx",88527
"LA",2015,"705xx",90908
"LA",2015,"706xx",81257
"LA",2015,"707xx",101558
"LA",2015,"708xx",140420
"LA",2015,"710xx",33118
"LA",2015,"711xx",100681
"LA",2015,"712xx",64693
"LA",2015,"713xx",50004
"LA",2015,"714xx",32382
"LA",2016,"700xx",112514
"LA",2016,"701xx",109390
"LA",2016,"703xx",77420
"LA",2016,"704xx",88527
"LA",2016,"705xx",90908
"LA",2016,"706xx",81257
"LA",2016,"707xx",101558
"LA",2016,"708xx",140420
"LA",2016,"710xx",33118
"LA",2016,"711xx",100681
"LA",2016,"712xx",64693
"LA",2016,"713xx",50004
"LA",2016,"714xx",32382
"MA",2011,"010xx",76328
"MA",2011,"011xx",69238
"MA",2011,"012xx",74784
"MA",2011,"013xx",28751
"MA",2011,"014xx",85361
"MA",2011,"015xx",75068
"MA",2011,"016xx",82536
"MA",2011,"017xx",188410
"MA",2011,"018xx",166254
"MA",2011,"019xx",137323
"MA",2011,"020xx",153151
"MA",2011,"021xx",165919
"MA",2011,"022xx",50561
"MA",2011,"023xx",124794
"MA",2011,"024xx",285528
"MA",2011,"025xx",43092
"MA",2011,"026xx",34924
"MA",2011,"027xx",94423
"MA",2012,"010xx",78690
"MA",2012,"011xx",71716
"MA",2012,"012xx",75953
"MA",2012,"013xx",28822
"MA",2012,"014xx",87884
"MA",2012,"015xx",79846
"MA",2012,"016xx",83712
"MA",2012,"017xx",210154
"MA",2012,"018xx",172814
"MA",2012,"019xx",143752
"MA",2012,"020xx",170404
"MA",2012,"021xx",177829
"MA",2012,"022xx",52695
"MA",2012,"023xx",130190
"MA",2012,"024xx",338688
"MA",2012,"025xx",45159
"MA",2012,"026xx",36323
"MA",2012,"027xx",96829
"MA",2013,"010xx",80230
"MA",2013,"011xx",73483
"MA",2013,"012xx",75715
"MA",2013,"013xx",28927
"MA",2013,"014xx",89254
"MA",2013,"015xx",82329
"MA",2013,"016xx",85289
"MA",2013,"017xx",218242
"MA",2013,"018xx",178168
"MA",2013,"019xx",149319
"MA",2013,"020xx",178853
"MA",2013,"021xx",183144
"MA",2013,"022xx",57121
"MA",2013,"023xx",135835
"MA",2013,"024xx",334651
"MA",2013,"025xx",47390
"MA",2013,"026xx",37551
"MA",2013,"027xx",99308
"MA",2014,"010xx",83088
"MA",2014,"011xx",76460
"MA",2014,"012xx",79209
"MA",2014,"013xx",29660
"MA",2014,"014xx",93787
"MA",2014,"015xx",88277
"MA",2014,"016xx",88267
"MA",2014,"017xx",243203
"MA",2014,"018xx",190278
"MA",2014,"019xx",159218
"MA",2014,"020xx",198360
"MA",2014,"021xx",205268
"MA",2014,"022xx",69379
"MA",2014,"023xx",143645
"MA",2014,"024xx",390331
"MA",2014,"025xx",50066
"MA",2014,"026xx",39385
"MA",2014,"027xx",103951
"MA",2015,"010xx",83088
"MA",2015,"011xx",76460
"MA",2015,"012xx",79209
"MA",2015,"013xx",29660
"MA",2015,"014xx",93787
"MA",2015,"015xx",88277
"MA",2015,"016xx",88267
"MA",2015,"017xx",243203
"MA",2015,"018xx",190278
"MA",2015,"019xx",159218
"MA",2015,"020xx",198360
"MA",2015,"021xx",205268
"MA",2015,"022xx",69379
"MA",2015,"023xx",143645
"MA",2015,"024xx",390331
"MA",2015,"025xx",50066
"MA",2015,"026xx",39385
"MA",2015,"027xx",103951
"MA",2016,"010xx",83088
"MA",2016,"011xx",76460
"MA",2016,"012xx",79209
"MA",2016,"013xx",29660
"MA",2016,"014xx",93787
"MA",2016,"015xx",88277
"MA",2016,"016xx",88267
"MA",2016,"017xx",243203
"MA",2016,"018xx",190278
"MA",2016,"019xx",159218
"MA",2016,"020xx",198360
"MA",2016,"021xx",205268
"MA",2016,"022xx",69379
"MA",2016,"023xx",143645
"MA",2016,"024xx",390331
"MA",2016,"025xx",50066
"MA",2016,"026xx",39385
"MA",2016,"027xx",103951
"MD",2011,"206xx",85492
"MD",2011,"207xx",153842
"MD",2011,"208xx",404324
"MD",2011,"209xx",212978
"MD",2011,"210xx",180371
"MD",2011,"211xx",178352
"MD",2011,"212xx",158778
"MD",2011,"214xx",203139
"MD",2011,"215xx",64060
"MD",2011,"216xx",43143
"MD",2011,"217xx",125577
"MD",2011,"218xx",63199
"MD",2011,"219xx",90393
"MD",2012,"206xx",88384
"MD",2012,"207xx",154518
"MD",2012,"208xx",441485
"MD",2012,"209xx",215030
"MD",2012,"210xx",190420
"MD",2012,"211xx",184362
"MD",2012,"212xx",160251
"MD",2012,"214xx",219678
"MD",2012,"215xx",64036
"MD",2012,"216xx",45369
"MD",2012,"217xx",129211
"MD",2012,"218xx",63290
"MD",2012,"219xx",93457
"MD",2013,"206xx",89879
"MD",2013,"207xx",156380
"MD",2013,"208xx",412002
"MD",2013,"209xx",216531
"MD",2013,"210xx",192307
"MD",2013,"211xx",189167
"MD",2013,"212xx",161879
"MD",2013,"214xx",215949
"MD",2013,"215xx",64301
"MD",2013,"216xx",45391
"MD",2013,"217xx",133120
"MD",2013,"218xx",64938
"MD",2013,"219xx",94532
"MD",2014,"206xx",93438
"MD",2014,"207xx",158611
"MD",2014,"208xx",450737
"MD",2014,"209xx",227293
"MD",2014,"210xx",202648
"MD",2014,"211xx",198315
"MD",2014,"212xx",166452
"MD",2014,"214xx",235590
"MD",2014,"215xx",64465
"MD",2014,"216xx",47839
"MD",2014,"217xx",138682
"MD",2014,"218xx",66536
"MD",2014,"219xx",98149
"MD",2015,"206xx",93438
"MD",2015,"207xx",158611
"MD",2015,"208xx",450737
"MD",2015,"209xx",227293
"MD",2015,"210xx",202648
"MD",2015,"211xx",198315
"MD",2015,"212xx",166452
"MD",2015,"214xx",235590
"MD",2015,"215xx",64465
"MD",2015,"216xx",47839
"MD",2015,"217xx",138682
"MD",2015,"218xx",66536
"MD",2015,"219xx",98149
"MD",2016,"206xx",93438
"MD",2016,"207xx",158611
"MD",2016,"208xx",450737
"MD",2016,"209xx",227293
"MD",2016,"210xx",202648
"MD",2016,"211xx",198315
"MD",2016,"212xx",166452
"MD",2016,"214xx",235590
"MD",2016,"215xx",64465
"MD",2016,"216xx",47839
"MD",2016,"217xx",138682
"MD",2016,"218xx",66536
"MD",2016,"219xx",98149
"ME",2011,"039xx",29794
"ME",2011,"040xx",46791
"ME",2011,"041xx",92451
"ME",2011,"042xx",38819
"ME",2011,"043xx",40150
"ME",2011,"044xx",49226
"ME",2011,"045xx",16302
"ME",2011,"046xx",15022
"ME",2011,"047xx",17239
"ME",2011,"048xx",15184
"ME",2011,"049xx",23968
"ME",2012,"039xx",31194
"ME",2012,"040xx",48535
"ME",2012,"041xx",97757
"ME",2012,"042xx",38635
"ME",2012,"043xx",40294
"ME",2012,"044xx",49938
"ME",2012,"045xx",16322
"ME",2012,"046xx",15125
"ME",2012,"047xx",16965
"ME",2012,"048xx",15207
"ME",2012,"049xx",23931
"ME",2013,"039xx",32261
"ME",2013,"040xx",49932
"ME",2013,"041xx",99067
"ME",2013,"042xx",39234
"ME",2013,"043xx",40520
"ME",2013,"044xx",50670
"ME",2013,"045xx",16419
"ME",2013,"046xx",15437
"ME",2013,"047xx",16840
"ME",2013,"048xx",15587
"ME",2013,"049xx",24112
"ME",2014,"039xx",33743
"ME",2014,"040xx",52734
"ME",2014,"041xx",105209
"ME",2014,"042xx",40159
"ME",2014,"043xx",41174
"ME",2014,"044xx",53045
"ME",2014,"045xx",17125
"ME",2014,"046xx",15639
"ME",2014,"047xx",16881
"ME",2014,"048xx",16094
"ME",2014,"049xx",24916
"ME",2015,"039xx",33743
"ME",2015,"040xx",52734
"ME",2015,"041xx",105209
"ME",2015,"042xx",40159
"ME",2015,"043xx",41174
"ME",2015,"044xx",53045
"ME",2015,"045xx",17125
"ME",2015,"046xx",15639
"ME",2015,"047xx",16881
"ME",2015,"048xx",16094
"ME",2015,"049xx",24916
"ME",2016,"039xx",33743
"ME",2016,"040xx",52734
"ME",2016,"041xx",105209
"ME",2016,"042xx",40159
"ME",2016,"043xx",41174
"ME",2016,"044xx",53045
"ME",2016,"045xx",17125
"ME",2016,"046xx",15639
"ME",2016,"047xx",16881
"ME",2016,"048xx",16094
"ME",2016,"049xx",24916
"MI",2011,"480xx",111295
"MI",2011,"481xx",143004
"MI",2011,"482xx",116282
"MI",2011,"483xx",128464
"MI",2011,"484xx",81997
"MI",2011,"485xx",69949
"MI",2011,"486xx",61724
"MI",2011,"487xx",53179
"MI",2011,"488xx",69908
"MI",2011,"489xx",103757
"MI",2011,"490xx",62569
"MI",2011,"491xx",56053
"MI",2011,"492xx",58269
"MI",2011,"493xx",65367
"MI",2011,"494xx",88118
"MI",2011,"495xx",112911
"MI",2011,"496xx",34964
"MI",2011,"497xx",34805
"MI",2011,"498xx",41243
"MI",2011,"499xx",14445
"MI",2012,"480xx",118296
"MI",2012,"481xx",149439
"MI",2012,"482xx",109119
"MI",2012,"483xx",142810
"MI",2012,"484xx",85067
"MI",2012,"485xx",68015
"MI",2012,"486xx",61694
"MI",2012,"487xx",53708
"MI",2012,"488xx",73160
"MI",2012,"489xx",103636
"MI",2012,"490xx",63422
"MI",2012,"491xx",56034
"MI",2012,"492xx",58984
"MI",2012,"493xx",74864
"MI",2012,"494xx",91787
"MI",2012,"495xx",117712
"MI",2012,"496xx",36071
"MI",2012,"497xx",35554
"MI",2012,"498xx",41665
"MI",2012,"499xx",14468
"MI",2013,"480xx",122072
"MI",2013,"481xx",153516
"MI",2013,"482xx",105241
"MI",2013,"483xx",143444
"MI",2013,"484xx",86692
"MI",2013,"485xx",67008
"MI",2013,"486xx",62169
"MI",2013,"487xx",54028
"MI",2013,"488xx",74787
"MI",2013,"489xx",104719
"MI",2013,"490xx",65179
"MI",2013,"491xx",57105
"MI",2013,"492xx",60003
"MI",2013,"493xx",75228
"MI",2013,"494xx",94584
"MI",2013,"495xx",120472
"MI",2013,"496xx",36985
"MI",2013,"497xx",35777
"MI",2013,"498xx",42009
"MI",2013,"499xx",14463
"MI",2014,"480xx",129448
"MI",2014,"481xx",162398
"MI",2014,"482xx",107320
"MI",2014,"483xx",155144
"MI",2014,"484xx",90292
"MI",2014,"485xx",66663
"MI",2014,"486xx",64805
"MI",2014,"487xx",55203
"MI",2014,"488xx",79259
"MI",2014,"489xx",107328
"MI",2014,"490xx",68096
"MI",2014,"491xx",59044
"MI",2014,"492xx",61756
"MI",2014,"493xx",81170
"MI",2014,"494xx",100421
"MI",2014,"495xx",127264
"MI",2014,"496xx",38636
"MI",2014,"497xx",36822
"MI",2014,"498xx",43765
"MI",2014,"499xx",14638
"MI",2015,"480xx",129448
"MI",2015,"481xx",162398
"MI",2015,"482xx",107320
"MI",2015,"483xx",155144
"MI",2015,"484xx",90292
"MI",2015,"485xx",66663
"MI",2015,"486xx",64805
"MI",2015,"487xx",55203
"MI",2015,"488xx",79259
"MI",2015,"489xx",107328
"MI",2015,"490xx",68096
"MI",2015,"491xx",59044
"MI",2015,"492xx",61756
"MI",2015,"493xx",81170
"MI",2015,"494xx",100421
"MI",2015,"495xx",127264
"MI",2015,"496xx",38636
"MI",2015,"497xx",36822
"MI",2015,"498xx",43765
"MI",2015,"499xx",14638
"MI",2016,"480xx",129448
"MI",2016,"481xx",162398
"MI",2016,"482xx",107320
"MI",2016,"483xx",155144
"MI",2016,"484xx",90292
"MI",2016,"485xx",66663
"MI",2016,"486xx",64805
"MI",2016,"487xx",55203
"MI",2016,"488xx",79259
"MI",2016,"489xx",107328
"MI",2016,"490xx",68096
"MI",2016,"491xx",59044
"MI",2016,"492xx",61756
"MI",2016,"493xx",81170
"MI",2016,"494xx",100421
"MI",2016,"495xx",127264
"MI",2016,"496xx",38636
"MI",2016,"497xx",36822
"MI",2016,"498xx",43765
"MI",2016,"499xx",14638
"MN",2011,"550xx",106091
"MN",2011,"551xx",154855
"MN",2011,"553xx",139531
"MN",2011,"554xx",120374
"MN",2011,"556xx",16116
"MN",2011,"557xx",29717
"MN",2011,"558xx",57186
"MN",2011,"559xx",88931
"MN",2011,"560xx",49865
"MN",2011,"561xx",16550
"MN",2011,"562xx",26740
"MN",2011,"563xx",46081
"MN",2011,"564xx",32586
"MN",2011,"565xx",47724
"MN",2011,"566xx",44015
"MN",2011,"567xx",23686
"MN",2012,"550xx",111886
"MN",2012,"551xx",162967
"MN",2012,"553xx",154138
"MN",2012,"554xx",128499
"MN",2012,"556xx",16756
"MN",2012,"557xx",30229
"MN",2012,"558xx",60117
"MN",2012,"559xx",93578
"MN",2012,"560xx",51218
"MN",2012,"561xx",17022
"MN",2012,"562xx",27610
"MN",2012,"563xx",48323
"MN",2012,"564xx",33312
"MN",2012,"565xx",49145
"MN",2012,"566xx",44963
"MN",2012,"567xx",24251
"MN",2013,"550xx",118506
"MN",2013,"551xx",167713
"MN",2013,"553xx",155445
"MN",2013,"554xx",131650
"MN",2013,"556xx",16781
"MN",2013,"557xx",31049
"MN",2013,"558xx",62257
"MN",2013,"559xx",95537
"MN",2013,"560xx",52537
"MN",2013,"561xx",16974
"MN",2013,"562xx",28204
"MN",2013,"563xx",49782
"MN",2013,"564xx",34387
"MN",2013,"565xx",51167
"MN",2013,"566xx",46094
"MN",2013,"567xx",25438
"MN",2014,"550xx",125978
"MN",2014,"551xx",177403
"MN",2014,"553xx",171179
"MN",2014,"554xx",141576
"MN",2014,"556xx",17539
"MN",2014,"557xx",32009
"MN",2014,"558xx",65325
"MN",2014,"559xx",100984
"MN",2014,"560xx",55678
"MN",2014,"561xx",17744
"MN",2014,"562xx",29624
"MN",2014,"563xx",52402
"MN",2014,"564xx",35406
"MN",2014,"565xx",54621
"MN",2014,"566xx",49144
"MN",2014,"567xx",26653
"MN",2015,"550xx",125978
"MN",2015,"551xx",177403
"MN",2015,"553xx",171179
"MN",2015,"554xx",141576
"MN",2015,"556xx",17539
"MN",2015,"557xx",32009
"MN",2015,"558xx",65325
"MN",2015,"559xx",100984
"MN",2015,"560xx",55678
"MN",2015,"561xx",17744
"MN",2015,"562xx",29624
"MN",2015,"563xx",52402
"MN",2015,"564xx",35406
"MN",2015,"565xx",54621
"MN",2015,"566xx",49144
"MN",2015,"567xx",26653
"MN",2016,"550xx",125978
"MN",2016,"551xx",177403
"MN",2016,"553xx",171179
"MN",2016,"554xx",141576
"MN",2016,"556xx",17539
"MN",2016,"557xx",32009
"MN",2016,"558xx",65325
"MN",2016,"559xx",100984
"MN",2016,"560xx",55678
"MN",2016,"561xx",17744
"MN",2016,"562xx",29624
"MN",2016,"563xx",52402
"MN",2016,"564xx",35406
"MN",2016,"565xx",54621
"MN",2016,"566xx",49144
"MN",2016,"567xx",26653
"MO",2011,"630xx",143825
"MO",2011,"631xx",148120
"MO",2011,"633xx",174530
"MO",2011,"634xx",27928
"MO",2011,"635xx",23469
"MO",2011,"636xx",35996
"MO",2011,"637xx",64878
"MO",2011,"638xx",31220
"MO",2011,"639xx",45051
"MO",2011,"640xx",79059
"MO",2011,"641xx",86111
"MO",2011,"644xx",14939
"MO",2011,"645xx",51101
"MO",2011,"646xx",14217
"MO",2011,"647xx",23138
"MO",2011,"648xx",63751
"MO",2011,"650xx",19648
"MO",2011,"651xx",123404
"MO",2011,"652xx",107034
"MO",2011,"653xx",48716
"MO",2011,"654xx",38491
"MO",2011,"655xx",38742
"MO",2011,"656xx",25624
"MO",2011,"657xx",43681
"MO",2011,"658xx",133979
"MO",2012,"630xx",152277
"MO",2012,"631xx",167266
"MO",2012,"633xx",183235
"MO",2012,"634xx",27844
"MO",2012,"635xx",23253
"MO",2012,"636xx",36495
"MO",2012,"637xx",66903
"MO",2012,"638xx",31329
"MO",2012,"639xx",45369
"MO",2012,"640xx",81311
"MO",2012,"641xx",89360
"MO",2012,"644xx",15160
"MO",2012,"645xx",51940
"MO",2012,"646xx",14019
"MO",2012,"647xx",23204
"MO",2012,"648xx",64970
"MO",2012,"650xx",20121
"MO",2012,"651xx",125683
"MO",2012,"652xx",112661
"MO",2012,"653xx",48130
"MO",2012,"654xx",38403
"MO",2012,"655xx",39281
"MO",2012,"656xx",25982
"MO",2012,"657xx",45184
"MO",2012,"658xx",136815
"MO",2013,"630xx",154241
"MO",2013,"631xx",161678
"MO",2013,"633xx",190658
"MO",2013,"634xx",28378
"MO",2013,"635xx",23030
"MO",2013,"636xx",37043
"MO",2013,"637xx",68240
"MO",2013,"638xx",30810
"MO",2013,"639xx",44478
"MO",2013,"640xx",83644
"MO",2013,"641xx",91127
"MO",2013,"644xx",15112
"MO",2013,"645xx",52482
"MO",2013,"646xx",14183
"MO",2013,"647xx",23109
"MO",2013,"648xx",65474
"MO",2013,"650xx",20177
"MO",2013,"651xx",128885
"MO",2013,"652xx",115000
"MO",2013,"653xx",49021
"MO",2013,"654xx",38925
"MO",2013,"655xx",38918
"MO",2013,"656xx",26427
"MO",2013,"657xx",46261
"MO",2013,"658xx",138176
"MO",2014,"630xx",161832
"MO",2014,"631xx",174593
"MO",2014,"633xx",198792
"MO",2014,"634xx",29078
"MO",2014,"635xx",23800
"MO",2014,"636xx",37430
"MO",2014,"637xx",70544
"MO",2014,"638xx",31455
"MO",2014,"639xx",45623
"MO",2014,"640xx",87303
"MO",2014,"641xx",94994
"MO",2014,"644xx",15727
"MO",2014,"645xx",53288
"MO",2014,"646xx",14418
"MO",2014,"647xx",23609
"MO",2014,"648xx",67184
"MO",2014,"650xx",20725
"MO",2014,"651xx",132675
"MO",2014,"652xx",120507
"MO",2014,"653xx",49708
"MO",2014,"654xx",40311
"MO",2014,"655xx",39900
"MO",2014,"656xx",27096
"MO",2014,"657xx",48179
"MO",2014,"658xx",143290
"MO",2015,"630xx",161832
"MO",2015,"631xx",174593
"MO",2015,"633xx",198792
"MO",2015,"634xx",29078
"MO",2015,"635xx",23800
"MO",2015,"636xx",37430
"MO",2015,"637xx",70544
"MO",2015,"638xx",31455
"MO",2015,"639xx",45623
"MO",2015,"640xx",87303
"MO",2015,"641xx",94994
"MO",2015,"644xx",15727
"MO",2015,"645xx",53288
"MO",2015,"646xx",14418
"MO",2015,"647xx",23609
"MO",2015,"648xx",67184
"MO",2015,"650xx",20725
"MO",2015,"651xx",132675
"MO",2015,"652xx",120507
"MO",2015,"653xx",49708
"MO",2015,"654xx",40311
"MO",2015,"655xx",39900
"MO",2015,"656xx",27096
"MO",2015,"657xx",48179
"MO",2015,"658xx",143290
"MO",2016,"630xx",161832
"MO",2016,"631xx",174593
"MO",2016,"633xx",198792
"MO",2016,"634xx",29078
"MO",2016,"635xx",23800
"MO",2016,"636xx",37430
"MO",2016,"637xx",70544
"MO",2016,"638xx",31455
"MO",2016,"639xx",45623
"MO",2016,"640xx",87303
"MO",2016,"641xx",94994
"MO",2016,"644xx",15727
"MO",2016,"645xx",53288
"MO",2016,"646xx",14418
"MO",2016,"647xx",23609
"MO",2016,"648xx",67184
"MO",2016,"650xx",20725
"MO",2016,"651xx",132675
"MO",2016,"652xx",120507
"MO",2016,"653xx",49708
"MO",2016,"654xx",40311
"MO",2016,"655xx",39900
"MO",2016,"656xx",27096
"MO",2016,"657xx",48179
"MO",2016,"658xx",143290
"MS",2011,"386xx",77950
"MS",2011,"387xx",36500
"MS",2011,"388xx",41216
"MS",2011,"389xx",34180
"MS",2011,"390xx",73512
"MS",2011,"391xx",83834
"MS",2011,"392xx",100743
"MS",2011,"393xx",41157
"MS",2011,"394xx",67705
"MS",2011,"395xx",73769
"MS",2011,"396xx",33125
"MS",2011,"397xx",50836
"MS",2012,"386xx",79418
"MS",2012,"387xx",36106
"MS",2012,"388xx",40931
"MS",2012,"389xx",33027
"MS",2012,"390xx",75821
"MS",2012,"391xx",92243
"MS",2012,"392xx",87323
"MS",2012,"393xx",40733
"MS",2012,"394xx",67812
"MS",2012,"395xx",75958
"MS",2012,"396xx",32616
"MS",2012,"397xx",50885
"MS",2013,"386xx",81815
"MS",2013,"387xx",35311
"MS",2013,"388xx",41121
"MS",2013,"389xx",33362
"MS",2013,"390xx",78430
"MS",2013,"391xx",95003
"MS",2013,"392xx",83575
"MS",2013,"393xx",40887
"MS",2013,"394xx",68009
"MS",2013,"395xx",76268
"MS",2013,"396xx",32590
"MS",2013,"397xx",51872
"MS",2014,"386xx",84599
"MS",2014,"387xx",35038
"MS",2014,"388xx",41984
"MS",2014,"389xx",33730
"MS",2014,"390xx",81712
"MS",2014,"391xx",101670
"MS",2014,"392xx",84027
"MS",2014,"393xx",41194
"MS",2014,"394xx",69934
"MS",2014,"395xx",76128
"MS",2014,"396xx",33527
"MS",2014,"397xx",53549
"MS",2015,"386xx",84599
"MS",2015,"387xx",35038
"MS",2015,"388xx",41984
"MS",2015,"389xx",33730
"MS",2015,"390xx",81712
"MS",2015,"391xx",101670
"MS",2015,"392xx",84027
"MS",2015,"393xx",41194
"MS",2015,"394xx",69934
"MS",2015,"395xx",76128
"MS",2015,"396xx",33527
"MS",2015,"397xx",53549
"MS",2016,"386xx",84599
"MS",2016,"387xx",35038
"MS",2016,"388xx",41984
"MS",2016,"389xx",33730
"MS",2016,"390xx",81712
"MS",2016,"391xx",101670
"MS",2016,"392xx",84027
"MS",2016,"393xx",41194
"MS",2016,"394xx",69934
"MS",2016,"395xx",76128
"MS",2016,"396xx",33527
"MS",2016,"397xx",53549
"MT",2011,"590xx",19257
"MT",2011,"591xx",140298
"MT",2011,"592xx",16292
"MT",2011,"593xx",25382
"MT",2011,"594xx",57918
"MT",2011,"595xx",24424
"MT",2011,"596xx",75368
"MT",2011,"597xx",75657
"MT",2011,"598xx",44555
"MT",2011,"599xx",82443
"MT",2012,"590xx",20103
"MT",2012,"591xx",148216
"MT",2012,"592xx",18905
"MT",2012,"593xx",27087
"MT",2012,"594xx",59668
"MT",2012,"595xx",24444
"MT",2012,"596xx",78559
"MT",2012,"597xx",81084
"MT",2012,"598xx",46012
"MT",2012,"599xx",86623
"MT",2013,"590xx",20729
"MT",2013,"591xx",149232
"MT",2013,"592xx",20158
"MT",2013,"593xx",27565
"MT",2013,"594xx",60554
"MT",2013,"595xx",24998
"MT",2013,"596xx",81258
"MT",2013,"597xx",83594
"MT",2013,"598xx",47351
"MT",2013,"599xx",89524
"MT",2014,"590xx",21542
"MT",2014,"591xx",156899
"MT",2014,"592xx",22603
"MT",2014,"593xx",29417
"MT",2014,"594xx",63095
"MT",2014,"595xx",25961
"MT",2014,"596xx",86204
"MT",2014,"597xx",91828
"MT",2014,"598xx",50073
"MT",2014,"599xx",94126
"MT",2015,"590xx",21542
"MT",2015,"591xx",156899
"MT",2015,"592xx",22603
"MT",2015,"593xx",29417
"MT",2015,"594xx",63095
"MT",2015,"595xx",25961
"MT",2015,"596xx",86204
"MT",2015,"597xx",91828
"MT",2015,"598xx",50073
"MT",2015,"599xx",94126
"MT",2016,"590xx",21542
"MT",2016,"591xx",156899
"MT",2016,"592xx",22603
"MT",2016,"593xx",29417
"MT",2016,"594xx",63095
"MT",2016,"595xx",25961
"MT",2016,"596xx",86204
"MT",2016,"597xx",91828
"MT",2016,"598xx",50073
"MT",2016,"599xx",94126
"NC",2011,"270xx",56598
"NC",2011,"271xx",138083
"NC",2011,"272xx",99979
"NC",2011,"273xx",74960
"NC",2011,"274xx",154999
"NC",2011,"275xx",129799
"NC",2011,"276xx",187330
"NC",2011,"277xx",162778
"NC",2011,"278xx",71015
"NC",2011,"279xx",43424
"NC",2011,"280xx",119602
"NC",2011,"281xx",109760
"NC",2011,"282xx",197869
"NC",2011,"283xx",77927
"NC",2011,"284xx",75712
"NC",2011,"285xx",75541
"NC",2011,"286xx",76211
"NC",2011,"287xx",47097
"NC",2011,"288xx",101602
"NC",2011,"289xx",32189
"NC",2012,"270xx",57594
"NC",2012,"271xx",141971
"NC",2012,"272xx",101329
"NC",2012,"273xx",76702
"NC",2012,"274xx",160465
"NC",2012,"275xx",141907
"NC",2012,"276xx",197198
"NC",2012,"277xx",166679
"NC",2012,"278xx",71443
"NC",2012,"279xx",43283
"NC",2012,"280xx",126653
"NC",2012,"281xx",119720
"NC",2012,"282xx",211082
"NC",2012,"283xx",78201
"NC",2012,"284xx",74532
"NC",2012,"285xx",76191
"NC",2012,"286xx",77025
"NC",2012,"287xx",48046
"NC",2012,"288xx",105234
"NC",2012,"289xx",32584
"NC",2013,"270xx",58484
"NC",2013,"271xx",144421
"NC",2013,"272xx",102909
"NC",2013,"273xx",78619
"NC",2013,"274xx",162299
"NC",2013,"275xx",149434
"NC",2013,"276xx",202110
"NC",2013,"277xx",170162
"NC",2013,"278xx",71623
"NC",2013,"279xx",43748
"NC",2013,"280xx",131844
"NC",2013,"281xx",126401
"NC",2013,"282xx",213993
"NC",2013,"283xx",79450
"NC",2013,"284xx",76932
"NC",2013,"285xx",77091
"NC",2013,"286xx",77979
"NC",2013,"287xx",49273
"NC",2013,"288xx",108771
"NC",2013,"289xx",32930
"NC",2014,"270xx",60252
"NC",2014,"271xx",155043
"NC",2014,"272xx",105837
"NC",2014,"273xx",80806
"NC",2014,"274xx",168953
"NC",2014,"275xx",161455
"NC",2014,"276xx",215373
"NC",2014,"277xx",179727
"NC",2014,"278xx",73481
"NC",2014,"279xx",44908
"NC",2014,"280xx",139450
