"State","YEAR","Zip3","AvgIncome"
"FL",2014,"326xx",71896
"FL",2014,"327xx",144442
"FL",2014,"328xx",153988
"FL",2014,"329xx",131458
"FL",2014,"330xx",183150
"FL",2014,"331xx",192138
"FL",2014,"333xx",177785
"FL",2014,"334xx",212322
"FL",2014,"335xx",104072
"FL",2014,"336xx",158037
"FL",2014,"337xx",91465
"FL",2014,"338xx",84157
"FL",2014,"339xx",98660
"FL",2014,"341xx",238046
"FL",2014,"342xx",113149
"FL",2014,"344xx",56157
"FL",2014,"346xx",101882
"FL",2014,"347xx",146614
"FL",2014,"349xx",125695
"FL",2015,"320xx",139975
"FL",2015,"321xx",122198
"FL",2015,"322xx",162546
"FL",2015,"323xx",104310
"FL",2015,"324xx",61868
"FL",2015,"325xx",103366
"FL",2015,"326xx",71896
"FL",2015,"327xx",144442
"FL",2015,"328xx",153988
"FL",2015,"329xx",131458
"FL",2015,"330xx",183150
"FL",2015,"331xx",192138
"FL",2015,"333xx",177785
"FL",2015,"334xx",212322
"FL",2015,"335xx",104072
"FL",2015,"336xx",158037
"FL",2015,"337xx",91465
"FL",2015,"338xx",84157
"FL",2015,"339xx",98660
"FL",2015,"341xx",238046
"FL",2015,"342xx",113149
"FL",2015,"344xx",56157
"FL",2015,"346xx",101882
"FL",2015,"347xx",146614
"FL",2015,"349xx",125695
"FL",2016,"320xx",139975
"FL",2016,"321xx",122198
"FL",2016,"322xx",162546
"FL",2016,"323xx",104310
"FL",2016,"324xx",61868
"FL",2016,"325xx",103366
"FL",2016,"326xx",71896
"FL",2016,"327xx",144442
"FL",2016,"328xx",153988
"FL",2016,"329xx",131458
"FL",2016,"330xx",183150
"FL",2016,"331xx",192138
"FL",2016,"333xx",177785
"FL",2016,"334xx",212322
"FL",2016,"335xx",104072
"FL",2016,"336xx",158037
"FL",2016,"337xx",91465
"FL",2016,"338xx",84157
"FL",2016,"339xx",98660
"FL",2016,"341xx",238046
"FL",2016,"342xx",113149
"FL",2016,"344xx",56157
"FL",2016,"346xx",101882
"FL",2016,"347xx",146614
"FL",2016,"349xx",125695
"GA",2011,"300xx",217285
"GA",2011,"301xx",134016
"GA",2011,"302xx",128513
"GA",2011,"303xx",195919
"GA",2011,"304xx",39479
"GA",2011,"305xx",75093
"GA",2011,"306xx",63637
"GA",2011,"307xx",83185
"GA",2011,"308xx",107160
"GA",2011,"309xx",152912
"GA",2011,"310xx",66974
"GA",2011,"312xx",90802
"GA",2011,"313xx",70111
"GA",2011,"314xx",118403
"GA",2011,"315xx",48120
"GA",2011,"316xx",65360
"GA",2011,"317xx",59339
"GA",2011,"318xx",21545
"GA",2011,"319xx",147762
"GA",2011,"398xx",23634
"GA",2012,"300xx",229231
"GA",2012,"301xx",136981
"GA",2012,"302xx",123359
"GA",2012,"303xx",223144
"GA",2012,"304xx",34223
"GA",2012,"305xx",77735
"GA",2012,"306xx",63955
"GA",2012,"307xx",82040
"GA",2012,"308xx",112469
"GA",2012,"309xx",150838
"GA",2012,"310xx",64552
"GA",2012,"312xx",85445
"GA",2012,"313xx",70619
"GA",2012,"314xx",114233
"GA",2012,"315xx",48256
"GA",2012,"316xx",52620
"GA",2012,"317xx",53923
"GA",2012,"318xx",22653
"GA",2012,"319xx",142517
"GA",2012,"398xx",21903
"GA",2013,"300xx",237175
"GA",2013,"301xx",141490
"GA",2013,"302xx",125460
"GA",2013,"303xx",223587
"GA",2013,"304xx",34261
"GA",2013,"305xx",81312
"GA",2013,"306xx",66102
"GA",2013,"307xx",84375
"GA",2013,"308xx",118056
"GA",2013,"309xx",152294
"GA",2013,"310xx",64977
"GA",2013,"312xx",85026
"GA",2013,"313xx",73712
"GA",2013,"314xx",114907
"GA",2013,"315xx",48877
"GA",2013,"316xx",51166
"GA",2013,"317xx",53478
"GA",2013,"318xx",23652
"GA",2013,"319xx",132246
"GA",2013,"398xx",21642
"GA",2014,"300xx",251888
"GA",2014,"301xx",147983
"GA",2014,"302xx",128340
"GA",2014,"303xx",261062
"GA",2014,"304xx",35453
"GA",2014,"305xx",85181
"GA",2014,"306xx",71071
"GA",2014,"307xx",86121
"GA",2014,"308xx",126230
"GA",2014,"309xx",156373
"GA",2014,"310xx",66147
"GA",2014,"312xx",87217
"GA",2014,"313xx",79165
"GA",2014,"314xx",120413
"GA",2014,"315xx",51138
"GA",2014,"316xx",51998
"GA",2014,"317xx",53753
"GA",2014,"318xx",24334
"GA",2014,"319xx",130353
"GA",2014,"398xx",21791
"GA",2015,"300xx",251888
"GA",2015,"301xx",147983
"GA",2015,"302xx",128340
"GA",2015,"303xx",261062
"GA",2015,"304xx",35453
"GA",2015,"305xx",85181
"GA",2015,"306xx",71071
"GA",2015,"307xx",86121
"GA",2015,"308xx",126230
"GA",2015,"309xx",156373
"GA",2015,"310xx",66147
"GA",2015,"312xx",87217
"GA",2015,"313xx",79165
"GA",2015,"314xx",120413
"GA",2015,"315xx",51138
"GA",2015,"316xx",51998
"GA",2015,"317xx",53753
"GA",2015,"318xx",24334
"GA",2015,"319xx",130353
"GA",2015,"398xx",21791
"GA",2016,"300xx",251888
"GA",2016,"301xx",147983
"GA",2016,"302xx",128340
"GA",2016,"303xx",261062
"GA",2016,"304xx",35453
"GA",2016,"305xx",85181
"GA",2016,"306xx",71071
"GA",2016,"307xx",86121
"GA",2016,"308xx",126230
"GA",2016,"309xx",156373
"GA",2016,"310xx",66147
"GA",2016,"312xx",87217
"GA",2016,"313xx",79165
"GA",2016,"314xx",120413
"GA",2016,"315xx",51138
"GA",2016,"316xx",51998
"GA",2016,"317xx",53753
"GA",2016,"318xx",24334
"GA",2016,"319xx",130353
"GA",2016,"398xx",21791
"HI",2011,"967xx",155480
"HI",2011,"968xx",170553
"HI",2012,"967xx",161088
"HI",2012,"968xx",178931
"HI",2013,"967xx",167158
"HI",2013,"968xx",182724
"HI",2014,"967xx",175401
"HI",2014,"968xx",192694
"HI",2015,"967xx",175401
"HI",2015,"968xx",192694
"HI",2016,"967xx",175401
"HI",2016,"968xx",192694
"IA",2011,"500xx",73162
"IA",2011,"501xx",53889
"IA",2011,"502xx",72630
"IA",2011,"503xx",99798
"IA",2011,"504xx",38280
"IA",2011,"505xx",32981
"IA",2011,"506xx",47818
"IA",2011,"507xx",83468
"IA",2011,"508xx",14328
"IA",2011,"510xx",15928
"IA",2011,"511xx",66566
"IA",2011,"512xx",14917
"IA",2011,"513xx",25396
"IA",2011,"514xx",22586
"IA",2011,"515xx",69368
"IA",2011,"516xx",13191
"IA",2011,"520xx",63344
"IA",2011,"521xx",18557
"IA",2011,"522xx",54780
"IA",2011,"523xx",59013
"IA",2011,"524xx",125177
"IA",2011,"525xx",43393
"IA",2011,"526xx",46821
"IA",2011,"527xx",90116
"IA",2011,"528xx",81671
"IA",2012,"500xx",79990
"IA",2012,"501xx",56476
"IA",2012,"502xx",79195
"IA",2012,"503xx",103824
"IA",2012,"504xx",39154
"IA",2012,"505xx",33630
"IA",2012,"506xx",51190
"IA",2012,"507xx",85721
"IA",2012,"508xx",14634
"IA",2012,"510xx",16623
"IA",2012,"511xx",67226
"IA",2012,"512xx",15774
"IA",2012,"513xx",26259
"IA",2012,"514xx",23299
"IA",2012,"515xx",70518
"IA",2012,"516xx",13158
"IA",2012,"520xx",65115
"IA",2012,"521xx",18980
"IA",2012,"522xx",57451
"IA",2012,"523xx",63293
"IA",2012,"524xx",128230
"IA",2012,"525xx",43403
"IA",2012,"526xx",47216
"IA",2012,"527xx",93106
"IA",2012,"528xx",83454
"IA",2013,"500xx",84250
"IA",2013,"501xx",59406
"IA",2013,"502xx",82115
"IA",2013,"503xx",106231
"IA",2013,"504xx",39513
"IA",2013,"505xx",34348
"IA",2013,"506xx",53185
"IA",2013,"507xx",86309
"IA",2013,"508xx",14225
"IA",2013,"510xx",16850
"IA",2013,"511xx",68282
"IA",2013,"512xx",15862
"IA",2013,"513xx",27006
"IA",2013,"514xx",23670
"IA",2013,"515xx",72755
"IA",2013,"516xx",13150
"IA",2013,"520xx",66126
"IA",2013,"521xx",19468
"IA",2013,"522xx",58884
"IA",2013,"523xx",66335
"IA",2013,"524xx",130823
"IA",2013,"525xx",44041
"IA",2013,"526xx",47463
"IA",2013,"527xx",94021
"IA",2013,"528xx",84286
"IA",2014,"500xx",91327
"IA",2014,"501xx",62797
"IA",2014,"502xx",89338
"IA",2014,"503xx",111471
"IA",2014,"504xx",41057
"IA",2014,"505xx",35510
"IA",2014,"506xx",56820
"IA",2014,"507xx",88372
"IA",2014,"508xx",14579
"IA",2014,"510xx",17485
"IA",2014,"511xx",70933
"IA",2014,"512xx",17222
"IA",2014,"513xx",28413
"IA",2014,"514xx",24567
"IA",2014,"515xx",76022
"IA",2014,"516xx",13427
"IA",2014,"520xx",69264
"IA",2014,"521xx",20255
"IA",2014,"522xx",63406
"IA",2014,"523xx",71048
"IA",2014,"524xx",137034
"IA",2014,"525xx",45479
"IA",2014,"526xx",49366
"IA",2014,"527xx",100527
"IA",2014,"528xx",86042
"IA",2015,"500xx",91327
"IA",2015,"501xx",62797
"IA",2015,"502xx",89338
"IA",2015,"503xx",111471
"IA",2015,"504xx",41057
"IA",2015,"505xx",35510
"IA",2015,"506xx",56820
"IA",2015,"507xx",88372
"IA",2015,"508xx",14579
"IA",2015,"510xx",17485
"IA",2015,"511xx",70933
"IA",2015,"512xx",17222
"IA",2015,"513xx",28413
"IA",2015,"514xx",24567
"IA",2015,"515xx",76022
"IA",2015,"516xx",13427
"IA",2015,"520xx",69264
"IA",2015,"521xx",20255
"IA",2015,"522xx",63406
"IA",2015,"523xx",71048
"IA",2015,"524xx",137034
"IA",2015,"525xx",45479
"IA",2015,"526xx",49366
"IA",2015,"527xx",100527
"IA",2015,"528xx",86042
"IA",2016,"500xx",91327
"IA",2016,"501xx",62797
"IA",2016,"502xx",89338
"IA",2016,"503xx",111471
"IA",2016,"504xx",41057
"IA",2016,"505xx",35510
"IA",2016,"506xx",56820
"IA",2016,"507xx",88372
"IA",2016,"508xx",14579
"IA",2016,"510xx",17485
"IA",2016,"511xx",70933
"IA",2016,"512xx",17222
"IA",2016,"513xx",28413
"IA",2016,"514xx",24567
"IA",2016,"515xx",76022
"IA",2016,"516xx",13427
"IA",2016,"520xx",69264
"IA",2016,"521xx",20255
"IA",2016,"522xx",63406
"IA",2016,"523xx",71048
"IA",2016,"524xx",137034
"IA",2016,"525xx",45479
"IA",2016,"526xx",49366
"IA",2016,"527xx",100527
"IA",2016,"528xx",86042
"ID",2011,"832xx",51245
"ID",2011,"833xx",65949
"ID",2011,"834xx",62888
"ID",2011,"835xx",67198
"ID",2011,"836xx",90144
"ID",2011,"837xx",114141
"ID",2011,"838xx",63077
"ID",2012,"832xx",54322
"ID",2012,"833xx",68858
"ID",2012,"834xx",64439
"ID",2012,"835xx",68582
"ID",2012,"836xx",96126
"ID",2012,"837xx",120358
"ID",2012,"838xx",65080
"ID",2013,"832xx",54788
"ID",2013,"833xx",70942
"ID",2013,"834xx",65627
"ID",2013,"835xx",70196
"ID",2013,"836xx",102002
"ID",2013,"837xx",125574
"ID",2013,"838xx",68022
"ID",2014,"832xx",56758
"ID",2014,"833xx",73569
"ID",2014,"834xx",68802
"ID",2014,"835xx",73341
"ID",2014,"836xx",108247
"ID",2014,"837xx",132157
"ID",2014,"838xx",71180
"ID",2015,"832xx",56758
"ID",2015,"833xx",73569
"ID",2015,"834xx",68802
"ID",2015,"835xx",73341
"ID",2015,"836xx",108247
"ID",2015,"837xx",132157
"ID",2015,"838xx",71180
"ID",2016,"832xx",56758
"ID",2016,"833xx",73569
"ID",2016,"834xx",68802
"ID",2016,"835xx",73341
"ID",2016,"836xx",108247
"ID",2016,"837xx",132157
"ID",2016,"838xx",71180
"IL",2011,"600xx",260329
"IL",2011,"601xx",145944
"IL",2011,"602xx",228603
"IL",2011,"603xx",191027
"IL",2011,"604xx",120988
"IL",2011,"605xx",189468
"IL",2011,"606xx",269045
"IL",2011,"607xx",119411
"IL",2011,"608xx",177456
"IL",2011,"609xx",53384
"IL",2011,"610xx",54760
"IL",2011,"611xx",85971
"IL",2011,"612xx",80864
"IL",2011,"613xx",39732
"IL",2011,"614xx",40444
"IL",2011,"615xx",73233
"IL",2011,"616xx",92425
"IL",2011,"617xx",98234
"IL",2011,"618xx",65208
"IL",2011,"619xx",38496
"IL",2011,"620xx",68767
"IL",2011,"622xx",65628
"IL",2011,"623xx",51438
"IL",2011,"624xx",25075
"IL",2011,"625xx",61909
"IL",2011,"626xx",35603
"IL",2011,"627xx",126632
"IL",2011,"628xx",30875
"IL",2011,"629xx",33398
"IL",2012,"600xx",305042
"IL",2012,"601xx",154123
"IL",2012,"602xx",269666
"IL",2012,"603xx",203745
"IL",2012,"604xx",124200
"IL",2012,"605xx",206940
"IL",2012,"606xx",287085
"IL",2012,"607xx",123618
"IL",2012,"608xx",175981
"IL",2012,"609xx",53336
"IL",2012,"610xx",55813
"IL",2012,"611xx",86511
"IL",2012,"612xx",81238
"IL",2012,"613xx",40257
"IL",2012,"614xx",40834
"IL",2012,"615xx",76375
"IL",2012,"616xx",96448
"IL",2012,"617xx",104021
"IL",2012,"618xx",65937
"IL",2012,"619xx",38624
"IL",2012,"620xx",69669
"IL",2012,"622xx",66918
"IL",2012,"623xx",52940
"IL",2012,"624xx",25860
"IL",2012,"625xx",61860
"IL",2012,"626xx",36290
"IL",2012,"627xx",129106
"IL",2012,"628xx",31109
"IL",2012,"629xx",33447
"IL",2013,"600xx",301109
"IL",2013,"601xx",157669
"IL",2013,"602xx",265498
"IL",2013,"603xx",210630
"IL",2013,"604xx",127135
"IL",2013,"605xx",209265
"IL",2013,"606xx",288013
"IL",2013,"607xx",125545
"IL",2013,"608xx",178825
"IL",2013,"609xx",54408
"IL",2013,"610xx",56386
"IL",2013,"611xx",86763
"IL",2013,"612xx",81454
"IL",2013,"613xx",40540
"IL",2013,"614xx",40836
"IL",2013,"615xx",75670
"IL",2013,"616xx",94395
"IL",2013,"617xx",108145
"IL",2013,"618xx",66819
"IL",2013,"619xx",38785
"IL",2013,"620xx",70317
"IL",2013,"622xx",68153
"IL",2013,"623xx",53251
"IL",2013,"624xx",26138
"IL",2013,"625xx",60911
"IL",2013,"626xx",37391
"IL",2013,"627xx",131039
"IL",2013,"628xx",30672
"IL",2013,"629xx",33902
"IL",2014,"600xx",325348
"IL",2014,"601xx",167935
"IL",2014,"602xx",303202
"IL",2014,"603xx",243070
"IL",2014,"604xx",132023
"IL",2014,"605xx",224733
"IL",2014,"606xx",317890
"IL",2014,"607xx",129114
"IL",2014,"608xx",183785
"IL",2014,"609xx",55471
"IL",2014,"610xx",58203
"IL",2014,"611xx",88968
"IL",2014,"612xx",83070
"IL",2014,"613xx",42067
"IL",2014,"614xx",41719
"IL",2014,"615xx",78390
"IL",2014,"616xx",97329
"IL",2014,"617xx",110931
"IL",2014,"618xx",69580
"IL",2014,"619xx",40355
"IL",2014,"620xx",72347
"IL",2014,"622xx",70123
"IL",2014,"623xx",55502
"IL",2014,"624xx",26899
"IL",2014,"625xx",62009
"IL",2014,"626xx",38761
"IL",2014,"627xx",136195
"IL",2014,"628xx",31283
"IL",2014,"629xx",34760
"IL",2015,"600xx",325348
"IL",2015,"601xx",167935
"IL",2015,"602xx",303202
"IL",2015,"603xx",243070
"IL",2015,"604xx",132023
"IL",2015,"605xx",224733
"IL",2015,"606xx",317890
"IL",2015,"607xx",129114
"IL",2015,"608xx",183785
"IL",2015,"609xx",55471
"IL",2015,"610xx",58203
"IL",2015,"611xx",88968
"IL",2015,"612xx",83070
"IL",2015,"613xx",42067
"IL",2015,"614xx",41719
"IL",2015,"615xx",78390
"IL",2015,"616xx",97329
"IL",2015,"617xx",110931
"IL",2015,"618xx",69580
"IL",2015,"619xx",40355
"IL",2015,"620xx",72347
"IL",2015,"622xx",70123
"IL",2015,"623xx",55502
"IL",2015,"624xx",26899
"IL",2015,"625xx",62009
"IL",2015,"626xx",38761
"IL",2015,"627xx",136195
"IL",2015,"628xx",31283
"IL",2015,"629xx",34760
"IL",2016,"600xx",325348
"IL",2016,"601xx",167935
"IL",2016,"602xx",303202
"IL",2016,"603xx",243070
"IL",2016,"604xx",132023
"IL",2016,"605xx",224733
"IL",2016,"606xx",317890
"IL",2016,"607xx",129114
"IL",2016,"608xx",183785
"IL",2016,"609xx",55471
"IL",2016,"610xx",58203
"IL",2016,"611xx",88968
"IL",2016,"612xx",83070
"IL",2016,"613xx",42067
"IL",2016,"614xx",41719
"IL",2016,"615xx",78390
"IL",2016,"616xx",97329
"IL",2016,"617xx",110931
"IL",2016,"618xx",69580
"IL",2016,"619xx",40355
"IL",2016,"620xx",72347
"IL",2016,"622xx",70123
"IL",2016,"623xx",55502
"IL",2016,"624xx",26899
"IL",2016,"625xx",62009
"IL",2016,"626xx",38761
"IL",2016,"627xx",136195
"IL",2016,"628xx",31283
"IL",2016,"629xx",34760
"IN",2011,"460xx",159584
"IN",2011,"461xx",99951
"IN",2011,"462xx",119104
"IN",2011,"463xx",120252
"IN",2011,"464xx",68465
"IN",2011,"465xx",76049
"IN",2011,"466xx",65049
"IN",2011,"467xx",41066
"IN",2011,"468xx",90923
"IN",2011,"469xx",63882
"IN",2011,"470xx",35755
"IN",2011,"471xx",79370
"IN",2011,"472xx",86924
"IN",2011,"473xx",62272
"IN",2011,"474xx",65601
"IN",2011,"475xx",39750
"IN",2011,"476xx",61970
"IN",2011,"477xx",87788
"IN",2011,"478xx",49509
"IN",2011,"479xx",87451
"IN",2012,"460xx",178344
"IN",2012,"461xx",104084
"IN",2012,"462xx",121220
"IN",2012,"463xx",126637
"IN",2012,"464xx",67752
"IN",2012,"465xx",79074
"IN",2012,"466xx",65745
"IN",2012,"467xx",42070
"IN",2012,"468xx",91694
"IN",2012,"469xx",64442
"IN",2012,"470xx",36651
"IN",2012,"471xx",81398
"IN",2012,"472xx",89048
"IN",2012,"473xx",62553
"IN",2012,"474xx",67676
"IN",2012,"475xx",40489
"IN",2012,"476xx",65575
"IN",2012,"477xx",89503
"IN",2012,"478xx",49822
"IN",2012,"479xx",87804
"IN",2013,"460xx",185967
"IN",2013,"461xx",107312
"IN",2013,"462xx",122453
"IN",2013,"463xx",129743
"IN",2013,"464xx",68707
"IN",2013,"465xx",81230
"IN",2013,"466xx",66107
"IN",2013,"467xx",42771
"IN",2013,"468xx",93650
"IN",2013,"469xx",64771
"IN",2013,"470xx",37350
"IN",2013,"471xx",82783
"IN",2013,"472xx",91093
"IN",2013,"473xx",62678
"IN",2013,"474xx",68627
"IN",2013,"475xx",41046
"IN",2013,"476xx",67351
"IN",2013,"477xx",90338
"IN",2013,"478xx",49985
"IN",2013,"479xx",89308
"IN",2014,"460xx",202007
"IN",2014,"461xx",112179
"IN",2014,"462xx",126444
"IN",2014,"463xx",134716
"IN",2014,"464xx",69525
"IN",2014,"465xx",85195
"IN",2014,"466xx",68149
"IN",2014,"467xx",44167
"IN",2014,"468xx",98187
"IN",2014,"469xx",66426
"IN",2014,"470xx",38403
"IN",2014,"471xx",86214
"IN",2014,"472xx",95119
"IN",2014,"473xx",63830
"IN",2014,"474xx",72122
"IN",2014,"475xx",42840
"IN",2014,"476xx",71285
"IN",2014,"477xx",93385
"IN",2014,"478xx",51111
"IN",2014,"479xx",94287
"IN",2015,"460xx",202007
"IN",2015,"461xx",112179
"IN",2015,"462xx",126444
"IN",2015,"463xx",134716
"IN",2015,"464xx",69525
"IN",2015,"465xx",85195
"IN",2015,"466xx",68149
"IN",2015,"467xx",44167
"IN",2015,"468xx",98187
"IN",2015,"469xx",66426
"IN",2015,"470xx",38403
"IN",2015,"471xx",86214
"IN",2015,"472xx",95119
"IN",2015,"473xx",63830
"IN",2015,"474xx",72122
"IN",2015,"475xx",42840
"IN",2015,"476xx",71285
"IN",2015,"477xx",93385
"IN",2015,"478xx",51111
"IN",2015,"479xx",94287
"IN",2016,"460xx",202007
"IN",2016,"461xx",112179
"IN",2016,"462xx",126444
"IN",2016,"463xx",134716
"IN",2016,"464xx",69525
"IN",2016,"465xx",85195
"IN",2016,"466xx",68149
"IN",2016,"467xx",44167
"IN",2016,"468xx",98187
"IN",2016,"469xx",66426
"IN",2016,"470xx",38403
"IN",2016,"471xx",86214
"IN",2016,"472xx",95119
"IN",2016,"473xx",63830
"IN",2016,"474xx",72122
"IN",2016,"475xx",42840
"IN",2016,"476xx",71285
"IN",2016,"477xx",93385
"IN",2016,"478xx",51111
"IN",2016,"479xx",94287
"KS",2011,"660xx",127417
"KS",2011,"661xx",70857
"KS",2011,"662xx",128741
"KS",2011,"664xx",45671
"KS",2011,"665xx",53012
"KS",2011,"666xx",65148
"KS",2011,"667xx",27735
"KS",2011,"668xx",43444
"KS",2011,"669xx",8606
"KS",2011,"670xx",46294
"KS",2011,"671xx",34716
"KS",2011,"672xx",92034
"KS",2011,"673xx",28387
"KS",2011,"674xx",79775
"KS",2011,"675xx",49267
"KS",2011,"676xx",38500
"KS",2011,"677xx",11449
"KS",2011,"678xx",69588
"KS",2011,"679xx",55207
"KS",2012,"660xx",135117
"KS",2012,"661xx",71280
"KS",2012,"662xx",143969
"KS",2012,"664xx",46036
"KS",2012,"665xx",53573
"KS",2012,"666xx",65273
"KS",2012,"667xx",27123
"KS",2012,"668xx",43460
"KS",2012,"669xx",8735
"KS",2012,"670xx",47921
"KS",2012,"671xx",35227
"KS",2012,"672xx",94941
"KS",2012,"673xx",28066
"KS",2012,"674xx",81561
"KS",2012,"675xx",49836
"KS",2012,"676xx",39569
"KS",2012,"677xx",11807
"KS",2012,"678xx",70982
"KS",2012,"679xx",55598
"KS",2013,"660xx",141266
"KS",2013,"661xx",73142
"KS",2013,"662xx",146038
"KS",2013,"664xx",47345
"KS",2013,"665xx",54304
"KS",2013,"666xx",66261
"KS",2013,"667xx",27414
"KS",2013,"668xx",43527
"KS",2013,"669xx",8495
"KS",2013,"670xx",49363
"KS",2013,"671xx",35845
"KS",2013,"672xx",96081
"KS",2013,"673xx",27828
"KS",2013,"674xx",81798
"KS",2013,"675xx",50637
"KS",2013,"676xx",40245
"KS",2013,"677xx",11811
"KS",2013,"678xx",73826
"KS",2013,"679xx",57882
"KS",2014,"660xx",152790
"KS",2014,"661xx",75637
"KS",2014,"662xx",163688
"KS",2014,"664xx",49690
"KS",2014,"665xx",58160
"KS",2014,"666xx",68240
"KS",2014,"667xx",28148
"KS",2014,"668xx",45967
"KS",2014,"669xx",8727
"KS",2014,"670xx",51255
"KS",2014,"671xx",36801
"KS",2014,"672xx",99769
"KS",2014,"673xx",28050
"KS",2014,"674xx",84859
"KS",2014,"675xx",52215
"KS",2014,"676xx",41820
"KS",2014,"677xx",12126
"KS",2014,"678xx",75370
"KS",2014,"679xx",59598
"KS",2015,"660xx",152790
"KS",2015,"661xx",75637
"KS",2015,"662xx",163688
"KS",2015,"664xx",49690
"KS",2015,"665xx",58160
"KS",2015,"666xx",68240
"KS",2015,"667xx",28148
"KS",2015,"668xx",45967
"KS",2015,"669xx",8727
"KS",2015,"670xx",51255
"KS",2015,"671xx",36801
"KS",2015,"672xx",99769
"KS",2015,"673xx",28050
"KS",2015,"674xx",84859
"KS",2015,"675xx",52215
"KS",2015,"676xx",41820
"KS",2015,"677xx",12126
"KS",2015,"678xx",75370
"KS",2015,"679xx",59598
"KS",2016,"660xx",152790
"KS",2016,"661xx",75637
"KS",2016,"662xx",163688
"KS",2016,"664xx",49690
"KS",2016,"665xx",58160
"KS",2016,"666xx",68240
"KS",2016,"667xx",28148
"KS",2016,"668xx",45967
"KS",2016,"669xx",8727
"KS",2016,"670xx",51255
"KS",2016,"671xx",36801
"KS",2016,"672xx",99769
"KS",2016,"673xx",28050
"KS",2016,"674xx",84859
"KS",2016,"675xx",52215
"KS",2016,"676xx",41820
"KS",2016,"677xx",12126
"KS",2016,"678xx",75370
"KS",2016,"679xx",59598
"KY",2011,"400xx",72475
"KY",2011,"401xx",53534
"KY",2011,"402xx",122305
"KY",2011,"403xx",77550
"KY",2011,"404xx",77355
"KY",2011,"405xx",112665
"KY",2011,"406xx",177707
"KY",2011,"407xx",49362
"KY",2011,"408xx",6706
"KY",2011,"409xx",24473
"KY",2011,"410xx",84753
"KY",2011,"411xx",33609
"KY",2011,"412xx",14468
"KY",2011,"413xx",15106
"KY",2011,"414xx",23000
"KY",2011,"415xx",22481
"KY",2011,"416xx",12034
"KY",2011,"417xx",13295
"KY",2011,"418xx",7100
"KY",2011,"420xx",53059
"KY",2011,"421xx",85717
"KY",2011,"422xx",54931
"KY",2011,"423xx",73838
"KY",2011,"424xx",58499
"KY",2011,"425xx",36983
"KY",2011,"426xx",32716
"KY",2011,"427xx",70126
"KY",2012,"400xx",79370
"KY",2012,"401xx",55832
"KY",2012,"402xx",128069
"KY",2012,"403xx",80444
"KY",2012,"404xx",79397
"KY",2012,"405xx",117204
"KY",2012,"406xx",180157
"KY",2012,"407xx",49247
"KY",2012,"408xx",6506
"KY",2012,"409xx",24596
"KY",2012,"410xx",88873
"KY",2012,"411xx",33712
"KY",2012,"412xx",14195
"KY",2012,"413xx",15039
"KY",2012,"414xx",22964
"KY",2012,"415xx",22739
"KY",2012,"416xx",11816
"KY",2012,"417xx",13264
"KY",2012,"418xx",6999
"KY",2012,"420xx",53400
"KY",2012,"421xx",85532
"KY",2012,"422xx",55214
"KY",2012,"423xx",75833
"KY",2012,"424xx",59311
"KY",2012,"425xx",37620
"KY",2012,"426xx",31814
"KY",2012,"427xx",72649
"KY",2013,"400xx",79878
"KY",2013,"401xx",56990
"KY",2013,"402xx",130429
"KY",2013,"403xx",82638
"KY",2013,"404xx",81198
"KY",2013,"405xx",119553
"KY",2013,"406xx",183042
"KY",2013,"407xx",50171
"KY",2013,"408xx",6212
"KY",2013,"409xx",24247
"KY",2013,"410xx",90777
"KY",2013,"411xx",33702
"KY",2013,"412xx",14087
"KY",2013,"413xx",14939
"KY",2013,"414xx",22490
"KY",2013,"415xx",22413
"KY",2013,"416xx",11756
"KY",2013,"417xx",13210
"KY",2013,"418xx",6807
"KY",2013,"420xx",53926
"KY",2013,"421xx",87629
"KY",2013,"422xx",55455
"KY",2013,"423xx",76457
"KY",2013,"424xx",60073
"KY",2013,"425xx",37844
"KY",2013,"426xx",32234
"KY",2013,"427xx",73568
"KY",2014,"400xx",85967
"KY",2014,"401xx",58885
"KY",2014,"402xx",136773
"KY",2014,"403xx",86402
"KY",2014,"404xx",84688
"KY",2014,"405xx",126014
"KY",2014,"406xx",187023
"KY",2014,"407xx",50842
"KY",2014,"408xx",6021
"KY",2014,"409xx",24249
"KY",2014,"410xx",101608
"KY",2014,"411xx",34225
"KY",2014,"412xx",13895
"KY",2014,"413xx",14863
"KY",2014,"414xx",22771
"KY",2014,"415xx",21848
"KY",2014,"416xx",11816
"KY",2014,"417xx",13323
"KY",2014,"418xx",6585
"KY",2014,"420xx",55163
"KY",2014,"421xx",90836
"KY",2014,"422xx",56844
"KY",2014,"423xx",79281
"KY",2014,"424xx",61589
"KY",2014,"425xx",38188
"KY",2014,"426xx",31528
"KY",2014,"427xx",76231
"KY",2015,"400xx",85967
"KY",2015,"401xx",58885
"KY",2015,"402xx",136773
"KY",2015,"403xx",86402
"KY",2015,"404xx",84688
"KY",2015,"405xx",126014
"KY",2015,"406xx",187023
"KY",2015,"407xx",50842
"KY",2015,"408xx",6021
"KY",2015,"409xx",24249
"KY",2015,"410xx",101608
"KY",2015,"411xx",34225
"KY",2015,"412xx",13895
"KY",2015,"413xx",14863
"KY",2015,"414xx",22771
"KY",2015,"415xx",21848
"KY",2015,"416xx",11816
"KY",2015,"417xx",13323
"KY",2015,"418xx",6585
"KY",2015,"420xx",55163
"KY",2015,"421xx",90836
"KY",2015,"422xx",56844
