"","addr_state","grade","year(issue_d)","sum(loan_amnt)","sum(total_pymnt)","mean(int_rate)","mean(UNEMP_RATE_ISSUE_DT)","mean(AGE)","mean(fico_range_low)"
"1","AK","A",2009,11000,12581.4703769258,8.94,8,1126,760
"2","AK","A",2010,48250,54087.6066602093,7.6025,7.85,1050.25,758.75
"3","AK","A",2011,143300,149275.359720696,7.46769230769231,7.55384615384615,812.769230769231,744.230769230769
"4","AK","A",2012,341900,377568.96667,7.9025,7.12916666666667,789.833333333333,739.791666666667
"5","AK","A",2013,994925,1090724.380628,7.70066666666667,6.9,817.1,729.166666666667
"6","AK","A",2014,1259900,1297376.65414323,7.4973417721519,6.8493670886076,743.632911392405,720.063291139241
"7","AK","A",2015,2820275,2090802.85206513,6.94107784431138,6.43592814371257,529.263473053892,719.461077844311
"8","AK","B",2009,37000,41708.2501434395,11.9966666666667,7.73333333333333,680,740
"9","AK","B",2010,62550,70645.298266554,10.646,7.78,859.2,717
"10","AK","B",2011,104225,115782.265030035,10.861,7.6,721.6,695
"11","AK","B",2012,738550,827966.337896,12.1978947368421,7.03157894736842,794.491228070175,700.087719298246
"12","AK","B",2013,1574600,1810561.14288,11.7920909090909,6.9,799.854545454545,691.636363636364
"13","AK","B",2014,2098825,2240944.45357338,11.0723943661972,6.87816901408451,738.035211267606,694.295774647887
"14","AK","B",2015,2817225,2125912.49440755,10.0611458333333,6.43229166666667,510.739583333333,691.432291666667
"15","AK","C",2008,12200,14648.6028199745,12.29,6.6,1095,685
"16","AK","C",2009,49325,33940.6421114636,13.0075,7.525,730.75,703.75
"17","AK","C",2010,24000,24260.3272737961,13.1025,7.85,790.75,681.25
"18","AK","C",2011,59600,69856.6836268921,13.81,7.475,662.5,698.75
"19","AK","C",2012,310075,352600.867735,15.7137931034483,6.99310344827586,689.034482758621,677.931034482759
"20","AK","C",2013,982500,1093598.95168,15.1904615384615,6.9,749.815384615385,686.923076923077
"21","AK","C",2014,1975300,2119502.50442474,14.1882644628099,6.8702479338843,715.388429752066,685.743801652893
"22","AK","C",2015,2643375,2066821.27595881,13.3054787234043,6.43244680851064,513.984042553191,684.202127659574
"23","AK","D",2010,28000,30133.6011264331,15.455,7.85,807,665
"24","AK","D",2011,6000,6543.59,16.49,7.6,945,670
"25","AK","D",2012,447825,553132.253356,18.2172413793103,7.0551724137931,843.413793103448,671.896551724138
"26","AK","D",2013,655475,736996.519479,18.6381632653061,6.9,758.224489795918,677.65306122449
"27","AK","D",2014,724950,808924.278713043,17.1168518518519,6.88148148148148,706.222222222222,684.074074074074
"28","AK","D",2015,1164850,919180.005343446,16.6157894736842,6.42894736842105,499.092105263158,682.302631578947
"29","AK","E",2008,25000,30683.2508566847,15.25,7,761,680
"30","AK","E",2011,27650,27488.2077482392,19.49,7.5,411,662.5
"31","AK","E",2013,123350,148584.729404,21.4127272727273,6.9,824.181818181818,680.909090909091
"32","AK","E",2014,276375,327386.434675955,20.230625,6.89375,668,670.9375
"33","AK","E",2015,429625,297431.670011129,18.9361538461538,6.42692307692308,468.269230769231,676.730769230769
"34","AK","F",2014,7900,10479.8614280946,23.6466666666667,6.96666666666667,741.333333333333,668.333333333333
"35","AK","F",2015,8925,6053.31,24.5,6.4,517,660
"36","AK","G",2014,70000,85457.6600292283,25.815,6.9,808,687.5
"37","AL","A",2009,121050,134975.640089601,8.4245,11.42,807.85,757
"38","AL","A",2010,212225,217484.736530732,7.12857142857143,10.4642857142857,726.214285714286,765.178571428571
"39","AL","A",2011,589225,640460.578622217,6.84676923076923,9.49846153846154,837.123076923077,749.923076923077
"40","AL","A",2012,1428500,1493567.771536,7.36222222222222,7.93333333333333,806.755555555556,746.555555555556
"41","AL","A",2013,2535050,2734519.529069,7.69093023255814,7.13837209302326,774.866279069767,736.773255813953
"42","AL","A",2014,5039300,5037908.05980806,7.55140845070423,6.69014084507042,698.292957746479,718.084507042254
"43","AL","A",2015,10149650,7169788.98615028,6.91552594670407,6.08134642356241,NA,717.791023842917
"44","AL","B",2007,10200,11375.1355902207,9.485,4.4,610.5,700
"45","AL","B",2008,41600,37224.453469086,11.442,7.98,553,705
"46","AL","B",2009,140500,145442.127282615,11.9007142857143,11.3285714285714,NA,713.214285714286
"47","AL","B",2010,399800,447765.119621805,10.9041666666667,10.5361111111111,858.138888888889,719.583333333333
"48","AL","B",2011,495150,553211.558891676,10.9868,9.454,819.3,708.9
"49","AL","B",2012,2157150,2357601.135612,12.1329292929293,7.91969696969697,788.00505050505,698.333333333333
"50","AL","B",2013,5258725,5853525.524573,11.9576497695853,7.14654377880184,768.555299539171,694.642857142857
"51","AL","B",2014,7278350,7608948.4361451,11.1324877250409,6.71914893617021,708.995090016367,690.88379705401
"52","AL","B",2015,12494350,9091817.15980076,10.0900095877277,6.08082454458293,509.473633748802,690.143815915628
"53","AL","C",2007,24800,28768.7833341601,11.065,4.35,944.5,687.5
"54","AL","C",2008,59000,68564.3016631438,11.856,6.86,887.8,720
"55","AL","C",2009,60100,68800.5910789176,13.185,10.6333333333333,882.333333333333,688.333333333333
"56","AL","C",2010,291100,343732.147605167,13.5679310344828,10.6655172413793,846.137931034483,686.379310344828
"57","AL","C",2011,176000,198634.205461725,13.8622222222222,9.56111111111111,806.944444444444,684.444444444444
"58","AL","C",2012,1184500,1285958.86941,15.3961111111111,7.90925925925926,718.398148148148,679.62962962963
"59","AL","C",2013,3486325,3942731.157922,15.3758053691275,7.12953020134228,768.268456375839,682.55033557047
"60","AL","C",2014,6459750,6654519.62958656,14.1325557461407,6.70240137221269,653.958833619211,684.26243567753
"61","AL","C",2015,11042800,8325727.55148483,13.2539506172839,6.08076131687243,496.559670781893,683.389917695473
"62","AL","D",2007,10000,12074.0269078823,12.8,4.3,1004,680
"63","AL","D",2009,103750,104031.343941066,15.356,11.69,864.6,671.5
"64","AL","D",2010,29575,35349.8364011591,15.0883333333333,10.55,893.166666666667,665.833333333333
"65","AL","D",2011,69450,67172.1190681264,16.09,9.59,436.1,672.5
"66","AL","D",2012,835325,962050.567414,18.238253968254,7.90634920634921,754.126984126984,668.730158730159
"67","AL","D",2013,1825125,1966240.018776,18.6093888888889,7.13388888888889,711.516666666667,681.527777777778
"68","AL","D",2014,3125850,3167104.2157021,17.1441132075472,6.68981132075472,NA,678.849056603774
"69","AL","D",2015,5431525,4077056.39079354,16.694594017094,6.07884615384615,469.42735042735,679.380341880342
"70","AL","E",2008,8000,9244.542980763,14.18,4.8,518,660
"71","AL","E",2010,41700,47084.5003171755,16.622,10.98,723.8,678
"72","AL","E",2011,56675,71512.567575019,17.928,9.46,1011,668
"73","AL","E",2012,282175,317301.030322,20.7214285714286,7.88571428571429,734.5,668.928571428571
"74","AL","E",2013,492600,561949.067503,21.522962962963,7.11296296296296,770.462962962963,678.333333333333
"75","AL","E",2014,1009875,1088573.96159284,20.3737362637363,6.61978021978022,689.252747252747,679.67032967033
"76","AL","E",2015,1956350,1446500.6301522,19.0887096774194,6.08258064516129,454.935483870968,680.354838709677
"77","AL","F",2008,5000,224.77,18.21,8.3,NA,660
"78","AL","F",2011,1200,1583.8940726677,18.99,10,1127,665
"79","AL","F",2013,73950,96028.191845,23.665,7.07,730.7,670
"80","AL","F",2014,156075,156107.138553244,24.1169230769231,6.63076923076923,572.307692307692,682.5
"81","AL","F",2015,174075,131339.144037359,23.597619047619,6.08571428571429,427.857142857143,677.380952380952
"82","AL","G",2011,11500,13678.9955076755,20.11,10,397,670
"83","AL","G",2013,35000,3392.32,24.83,7,30,685
"84","AL","G",2014,78075,104187.73986471,25.845,6.85,799.25,668.75
"85","AL","G",2015,31225,10711,27.335,6.1,357.25,671.25
"86","AR","A",2008,10000,10977.9188905581,8.35,5.2,792,732.5
"87","AR","A",2009,59700,66419.5315858101,8.82125,7.725,753.75,760.625
"88","AR","A",2010,174675,173581.203587609,6.79571428571429,8.22857142857143,787.333333333333,749.52380952381
"89","AR","A",2011,314950,340072.099857109,6.95473684210526,8.18947368421053,740.447368421053,750.394736842105
"90","AR","A",2012,939400,1001394.884917,7.59054347826087,7.50869565217391,832.619565217391,744.510869565217
"91","AR","A",2013,1664475,1820405.212609,7.62991304347826,7.15304347826087,812.669565217391,735.608695652174
"92","AR","A",2014,3546525,3581178.90503569,7.52473469387755,5.95020408163265,746.857142857143,723.938775510204
"93","AR","A",2015,5874775,4070584.34291124,6.98288939051919,4.91986455981941,529.930022573363,722.55079006772
"94","AR","B",2008,32000,37064.9264203275,9.825,5.7,1095.5,755
"95","AR","B",2009,52000,60637.2331418005,11.4525,8.05,898,742.5
"96","AR","B",2010,191350,211493.707380412,10.9289473684211,8.18421052631579,762.578947368421,712.631578947368
"97","AR","B",2011,300625,338469.493166089,11.2629032258065,8.1,829.967741935484,703.387096774194
"98","AR","B",2012,1264925,1390501.78061,12.2873015873016,7.50238095238095,795.301587301587,695.595238095238
"99","AR","B",2013,3566800,3961866.451917,11.8551342281879,7.19630872483221,775.701342281879,693.959731543624
"100","AR","B",2014,4710650,4875334.23434279,11.1535051546392,6.05515463917526,722.69587628866,694.046391752577
"101","AR","B",2015,7892200,5556357.29750224,10.0442750373692,4.93497757847534,NA,691.053811659193
"102","AR","C",2008,15000,17765.9875074032,11.34,5,1096,695
"103","AR","C",2009,81500,92186.9933031358,13.2928571428571,8.02857142857143,656.285714285714,696.428571428571
"104","AR","C",2010,35800,37768.9344011779,13.9133333333333,8.16666666666667,598.166666666667,676.666666666667
"105","AR","C",2011,150475,172289.526765812,13.6510526315789,8.17368421052632,703.842105263158,681.315789473684
"106","AR","C",2012,915650,987342.210364,15.2556790123457,7.49135802469136,721.765432098765,680.925925925926
"107","AR","C",2013,2009025,2274699.357223,15.478,7.184,795.017142857143,683.742857142857
"108","AR","C",2014,4005300,4183348.78885961,14.0827011494253,5.97155172413793,716.344827586207,683.448275862069
"109","AR","C",2015,6282800,4646119.05716592,13.2656766256591,5.00474516695958,506.866432337434,684.059753954306
"110","AR","D",2008,6000,7347.8615250789,13.67,6.8,1095,690
"111","AR","D",2009,46300,57622.2190795377,14.9266666666667,8,1004.33333333333,703.333333333333
"112","AR","D",2010,32950,38546.0781652613,15.115,8.15,608.75,670
"113","AR","D",2011,96500,119728.703086144,16.3081818181818,8.19090909090909,919,667.272727272727
"114","AR","D",2012,529275,578950.463951,18.057,7.5,844.925,670.625
"115","AR","D",2013,1163575,1313398.033511,18.6520325203252,7.20975609756098,699.463414634146,681.341463414634
"116","AR","D",2014,2010525,1988346.28255488,17.0702139037433,5.95668449197861,652.080213903743,678.101604278075
"117","AR","D",2015,2883775,2127580.58888945,16.6514453125,4.990625,458.640625,680.76171875
"118","AR","E",2009,9600,1059.53,15.68,7.9,91,660
"119","AR","E",2012,136575,159831.06378,20.8283333333333,7.46666666666667,689.833333333333,670.833333333333
"120","AR","E",2013,234525,260217.45466,21.6190909090909,7.16666666666667,696.212121212121,676.818181818182
"121","AR","E",2014,621475,679823.158626003,20.3750877192982,5.92631578947368,671.666666666667,673.59649122807
"122","AR","E",2015,960200,714949.209315645,18.9992941176471,4.96352941176471,NA,681.882352941176
"123","AR","F",2012,25000,34970.16,23.28,7.5,1095,665
"124","AR","F",2013,11325,10704.895553,23.69,7.075,707.5,676.25
"125","AR","F",2014,154700,177498.395768453,24.1678571428571,6,680.642857142857,670.714285714286
"126","AR","F",2015,135775,87155.5031766439,23.3482352941176,5.05294117647059,406,674.705882352941
"127","AR","G",2014,30775,14499.09,25.83,5.825,486.75,692.5
"128","AZ","A",2007,5000,5495.8264052014,7.43,3.8,670,810
"129","AZ","A",2008,63250,61181.5607117245,8.50375,6.225,733.375,758.125
"130","AZ","A",2009,189075,201190.952034122,8.58925925925926,10.4444444444444,832.962962962963,762.592592592593
"131","AZ","A",2010,488150,499895.452197229,7.19346153846154,10.2211538461538,780.538461538462,750.480769230769
"132","AZ","A",2011,1218225,1288226.37749358,7.14484615384615,9.40153846153846,823.984615384615,747.576923076923
"133","AZ","A",2012,2546425,2709109.749716,7.63733333333333,8.2243137254902,766.349019607843,739.686274509804
"134","AZ","A",2013,5390400,5837723.57014,7.65981182795699,7.49704301075269,771.309139784946,728.212365591398
"135","AZ","A",2014,12031750,12184507.0188001,7.45909196740396,6.65972060535506,702.512223515716,716.490104772992
"136","AZ","A",2015,23338000,17148170.7552258,6.89279181708785,5.89518652226233,529.193140794224,717.358604091456
"137","AZ","B",2008,76600,79965.3040969351,10.3211111111111,5.81111111111111,804.222222222222,718.333333333333
"138","AZ","B",2009,326800,323086.084369172,11.8670967741935,10.6709677419355,764.709677419355,725
"139","AZ","B",2010,559750,615185.413405553,10.6722413793103,10.3931034482759,925.810344827586,718.965517241379
"140","AZ","B",2011,598000,647224.551366061,11.0029411764706,9.41882352941176,800.223529411765,702.529411764706
"141","AZ","B",2012,4108725,4461572.909023,12.1409343434343,8.16085858585859,NA,697.487373737374
"142","AZ","B",2013,12520125,13944317.762783,11.8225406504065,7.51717479674797,749.689024390244,692.713414634146
"143","AZ","B",2014,16284550,17043149.9243032,11.1745220030349,6.71638846737481,695.338391502276,688.569802731411
"144","AZ","B",2015,26068075,19193303.8840964,10.0246287809349,5.86269477543538,NA,687.978918423465
"145","AZ","C",2007,16000,18815.1461720678,10.905,4.15,1004,712.5
"146","AZ","C",2008,128100,87663.0726799971,11.9257142857143,6.15714285714286,673.714285714286,688.214285714286
"147","AZ","C",2009,388500,426644.556836241,13.3225714285714,10.1685714285714,806.828571428571,694.428571428571
"148","AZ","C",2010,248350,255144.53339968,13.7167857142857,10.475,661.214285714286,691.071428571429
"149","AZ","C",2011,429300,452464.926401786,14.0692156862745,9.41960784313726,779.372549019608,679.21568627451
"150","AZ","C",2012,2497425,2749190.111811,15.157149122807,8.18815789473684,720.732456140351,680.855263157895
"151","AZ","C",2013,6377625,7245717.969254,15.4132072072072,7.53225225225225,NA,680.117117117117
"152","AZ","C",2014,11171325,11402499.9233482,14.0350240153698,6.67780979827089,648.587896253602,679.85590778098
"153","AZ","C",2015,20992175,15842488.8137754,13.3055,5.89445652173913,NA,681.410326086957
"154","AZ","D",2007,25000,27392.2031984524,11.86,4.4,336,710
"155","AZ","D",2008,51100,38764.508410407,12.975,6.16666666666667,724.833333333333,674.166666666667
"156","AZ","D",2009,107050,117763.786749675,14.77,10.35,715.083333333333,694.166666666667
"157","AZ","D",2010,205425,247618.874092215,15.19,10.4894736842105,876.315789473684,687.368421052632
"158","AZ","D",2011,255375,271803.468548211,16.0159259259259,9.48148148148148,665.851851851852,672.222222222222
"159","AZ","D",2012,1282300,1438003.817186,18.1814423076923,8.17884615384615,730.086538461538,669.278846153846
"160","AZ","D",2013,3365925,3762337.705589,18.6744785276074,7.53803680981595,679.162576687117,677.193251533742
"161","AZ","D",2014,5396850,5604996.39723142,17.0779411764706,6.67836134453781,NA,677.993697478992
"162","AZ","D",2015,8630150,6831770.69187094,16.616091160221,5.90897790055249,NA,679.102209944751
"163","AZ","E",2008,22000,21381.8717598954,15.155,7.3,699,662.5
"164","AZ","E",2009,61950,74150.6317835647,16.576,9.98,614.8,681
"165","AZ","E",2010,81500,83867.8677824118,16.6836363636364,10.4090909090909,847.181818181818,673.181818181818
"166","AZ","E",2011,46000,31273.4497355536,17.542,9.58,NA,667
"167","AZ","E",2012,301300,338544.490256,20.6070588235294,8.12352941176471,754.882352941176,667.058823529412
"168","AZ","E",2013,776625,884862.807166,21.5076315789474,7.4921052631579,NA,676.513157894737
"169","AZ","E",2014,1767400,1781857.84917588,20.3129220779221,6.69415584415584,NA,676.558441558442
"170","AZ","E",2015,2589250,2004131.90199179,19.0357692307692,5.90192307692308,455.817307692308,676.706730769231
"171","AZ","F",2009,47150,46528.4747536697,18.6633333333333,11.1333333333333,618.666666666667,663.333333333333
"172","AZ","F",2010,25000,23111.04,18.09,11.1,577,675
"173","AZ","F",2012,125400,114817.84325,22.9075,8.05,456,665
"174","AZ","F",2013,150600,182141.116541,24.0193333333333,7.45333333333333,675.666666666667,673
"175","AZ","F",2014,345925,334575.121329534,24.0918421052632,6.67368421052632,601.394736842105,675.789473684211
"176","AZ","F",2015,280350,201428.224692871,23.4215625,5.8625,NA,674.375
"177","AZ","G",2008,25000,32599.2281890879,17.34,5,1492,660
"178","AZ","G",2011,6000,7909.8361711646,22.11,9.7,731,660
"179","AZ","G",2013,35000,10338.9,25.89,7.3,151,670
"180","AZ","G",2014,23500,13177.82,25.8633333333333,6.5,354.666666666667,665
"181","AZ","G",2015,35300,17453.23,26.67,5.85,274.5,667.5
"182","CA","A",2007,1000,1110.8130275724,7.12,6,974,790
"183","CA","A",2008,293700,306984.811084995,8.49357142857143,7.77142857142857,822.071428571429,760.119047619048
"184","CA","A",2009,1454600,1582127.87797503,8.65832460732984,11.4198952879581,817.476439790576,758.769633507853
"185","CA","A",2010,3667750,3701133.98988174,7.13479616306954,12.1347721822542,838.016786570743,750.731414868106
"186","CA","A",2011,8856400,9300968.94537958,7.10902922755741,11.5461377870564,NA,747.870563674321
"187","CA","A",2012,22358325,23969253.890714,7.62565843621399,10.2503600823045,NA,741.386316872428
"188","CA","A",2013,44611300,48372427.42864,7.71165502793296,8.75460893854749,NA,727.980097765363
"189","CA","A",2014,73174725,74297826.7829258,7.47108644400786,7.40950884086444,707.660903732809,717.86836935167
"190","CA","A",2015,153303225,112648758.976761,6.93691911836101,6.14412078842606,NA,716.542382755607
"191","CA","B",2007,14000,16177.8925247848,9.64,5.75,1111.5,715
"192","CA","B",2008,1034575,961496.200057879,10.4281308411215,7.58504672897196,844.915887850467,722.943925233645
"193","CA","B",2009,3046150,3149587.25914474,11.7748679245283,11.508679245283,735.003773584906,728.188679245283
"194","CA","B",2010,5187000,5591232.97675393,10.74096,12.1412,NA,718.55
"195","CA","B",2011,8994550,9849008.30139335,11.0285837837838,11.5223783783784,NA,704.735135135135
"196","CA","B",2012,34582875,37885490.380009,12.1256779661017,10.1512385919166,NA,697.858539765319
"197","CA","B",2013,86079700,95530313.092206,11.8009811090798,8.78043875685558,NA,693.909201706277
"198","CA","B",2014,101643425,105919300.143602,11.20699125,7.4810375,NA,690.96
"199","CA","B",2015,173908625,130245119.740537,10.0137814377921,6.1126122115884,NA,689.019956970102
"200","CA","C",2007,2225,520.08,10.59,5.8,213,705
"201","CA","C",2008,775550,718594.905703304,11.9138823529412,7.44,845.764705882353,689.941176470588
"202","CA","C",2009,2125300,2291169.82323432,13.2543961352657,11.3942028985507,NA,698.260869565217
"203","CA","C",2010,3410500,3756573.22633756,13.5024788732394,12.1380281690141,NA,690.084507042254
"204","CA","C",2011,3931700,4252424.95383628,13.9356839622642,11.5198113207547,NA,685.271226415094
"205","CA","C",2012,21184600,23293619.240602,15.2106055555556,10.1091111111111,NA,680.319444444444
"206","CA","C",2013,51171375,57438526.18432,15.3844086021505,8.77469534050179,NA,683.221027479092
"207","CA","C",2014,81922425,84954033.7957014,14.0583816317432,7.4441670381929,NA,681.524743646901
"208","CA","C",2015,140391050,107429164.813088,13.2401796669588,6.14914110429448,NA,683.190622261174
"209","CA","D",2008,545550,493123.553437133,13.3673469387755,7.51224489795918,843.69387755102,677.040816326531
"210","CA","D",2009,1193400,1168986.62787182,15.0062280701754,11.3429824561404,NA,684.736842105263
"211","CA","D",2010,2696075,2973349.19901422,15.1828448275862,12.1435344827586,799.974137931035,679.137931034483
"212","CA","D",2011,2956275,3373832.65051798,16.21969348659,11.5532567049808,NA,675.383141762452
"213","CA","D",2012,11862750,13327333.61686,18.2835437430786,10.0916943521595,NA,670.963455149502
"214","CA","D",2013,27709225,30750617.724216,18.6828330781011,8.80781010719755,NA,679.06584992343
"215","CA","D",2014,35482550,36532555.3023575,17.0484982160234,7.43548491728836,NA,678.177100227052
"216","CA","D",2015,59082725,45964318.156438,16.6303466723732,6.17372137812968,NA,679.961480847421
"217","CA","E",2007,25000,8654.89,14.7,6,305,675
"218","CA","E",2008,291525,312874.834723152,14.8295238095238,7.47619047619048,872.047619047619,676.190476190476
"219","CA","E",2009,480600,455744.74842263,16.4809302325581,11.2255813953488,NA,679.302325581395
"220","CA","E",2010,665725,740991.096559747,16.8985454545455,12.1436363636364,820.236363636364,669.727272727273
"221","CA","E",2011,737475,840260.706104416,18.0248275862069,11.6362068965517,831,671.206896551724
"222","CA","E",2012,3271700,3733062.868285,20.8388607594937,10.1696202531646,705.424050632911,669.493670886076
"223","CA","E",2013,5779225,6576137.121234,21.5990294627383,8.71941074523397,NA,676.455805892548
"224","CA","E",2014,12140025,12154043.8785863,20.3160750228728,7.43083257090576,NA,675.571820677036
"225","CA","E",2015,18007450,13857666.7642099,19.0556978527607,6.17515337423313,NA,678.995398773006
"226","CA","F",2008,113000,119972.708715217,16.3216666666667,7.01666666666667,942.833333333333,668.333333333333
"227","CA","F",2009,174175,179449.583867148,18.135,11.2833333333333,783.416666666667,670.833333333333
"228","CA","F",2010,283500,275349.594289373,18.718,12.1266666666667,613.066666666667,672.666666666667
"229","CA","F",2011,88500,107452.581332643,18.7125,11.875,631.25,662.5
"230","CA","F",2012,376175,465444.767009,22.641875,10.21875,918.375,667.5
"231","CA","F",2013,1094600,1133287.814278,23.85176,8.6432,NA,677.24
"232","CA","F",2014,2928425,2921054.3466626,24.2345714285714,7.45460317460317,615.511111111111,674.634920634921
"233","CA","F",2015,2105350,1527165.97273062,23.5373936170213,6.16382978723404,NA,678.510638297872
"234","CA","G",2008,24625,18069.3712027681,18.36,6.1,974,660
"235","CA","G",2009,41350,46624.6035082469,19.6966666666667,11.5666666666667,639,663.333333333333
"236","CA","G",2010,94000,77763.6845639926,20.4325,12.125,494.75,663.75
"237","CA","G",2011,82250,72081.1417410739,21.1466666666667,11.7333333333333,913.333333333333,666.666666666667
"238","CA","G",2013,70000,96460.4499,25.8,8.25,715,675
"239","CA","G",2014,445100,497134.202263434,25.1534482758621,7.32413793103448,592.137931034483,676.551724137931
"240","CA","G",2015,439650,280342.200007385,26.8910810810811,6.11621621621622,328.486486486487,676.351351351351
"241","CO","A",2007,2500,2822.9692933875,8.07,3.7,1096,760
"242","CO","A",2008,60125,64612.6993238804,8.59,5.29,842.3,758.5
"243","CO","A",2009,203300,225042.502017042,8.71354838709677,7.71612903225806,842.032258064516,751.935483870968
"244","CO","A",2010,560875,545937.835903118,7.18746031746032,8.75873015873016,834.428571428571,752.380952380952
"245","CO","A",2011,1129925,1201934.34316548,7.138,8.30695652173913,813.347826086957,749.173913043478
"246","CO","A",2012,2083075,2255524.194461,7.65102702702703,7.83351351351351,826.962162162162,739.567567567568
"247","CO","A",2013,6842300,7446713.657085,7.68667425968109,6.58200455580866,791.847380410023,725.535307517084
"248","CO","A",2014,12462550,12774205.3174558,7.37755868544601,4.82042253521127,689.68896713615,721.514084507042
"249","CO","A",2015,23810350,18352448.6984013,6.86027506112469,3.77011002444988,517.139364303178,719.459046454768
"250","CO","B",2007,5000,5698.6032864003,8.7,3.7,1096,755
"251","CO","B",2008,148100,157809.124145052,10.1638888888889,4.70555555555556,789.444444444444,717.222222222222
"252","CO","B",2009,279175,317894.23876921,11.8819230769231,7.86153846153846,835.538461538462,727.692307692308
"253","CO","B",2010,584625,632806.440449011,10.548125,8.74583333333333,796.583333333333,717.395833333333
"254","CO","B",2011,719200,807291.707713083,11.1292405063291,8.28987341772152,790.227848101266,705.379746835443
"255","CO","B",2012,3335750,3707938.106687,12.1659602649007,7.7546357615894,760.516556291391,697.764900662252
"256","CO","B",2013,11312925,12529084.871574,11.8137912087912,6.6167032967033,NA,690.89010989011
"257","CO","B",2014,14287950,15054006.9492517,11.1914857651246,4.9538256227758,685.910142348754,689.644128113879
"258","CO","B",2015,24185850,18652189.3221629,9.98116666666667,3.74947916666667,503.759895833333,690.044270833333
"259","CO","C",2007,10000,11662.892192803,10.28,3.7,1096,710
"260","CO","C",2008,89000,69114.4807901195,11.7190909090909,4.85454545454545,608.363636363636,700.909090909091
"261","CO","C",2009,210800,238441.058597798,13.3578260869565,7.52173913043478,811,693.913043478261
"262","CO","C",2010,342750,358933.694206989,13.4357894736842,8.73947368421053,NA,689.342105263158
"263","CO","C",2011,290750,334419.957587772,13.6245454545455,8.2969696969697,897.848484848485,683.484848484848
"264","CO","C",2012,2502900,2834805.701416,15.2660829493088,7.73364055299539,760.543778801843,679.723502304147
"265","CO","C",2013,6700350,7567887.944462,15.326561922366,6.60240295748614,722.317929759704,681.709796672828
"266","CO","C",2014,10665925,11357381.6872046,14.0899653179191,4.90450867052023,646.89710982659,680.323699421965
"267","CO","C",2015,18666975,14771901.1703142,13.215987012987,3.77474025974026,NA,682.298701298701
"268","CO","D",2007,27600,29869.4124546387,12.17,4.1,959,675
"269","CO","D",2008,43000,50698.7703387219,13.662,5,1016.6,668
"270","CO","D",2009,281125,319437.72430841,14.8347826086957,7.49565217391304,918.173913043478,691.521739130435
"271","CO","D",2010,344900,369861.962874224,15.2503846153846,8.74615384615385,824.384615384615,677.307692307692
"272","CO","D",2011,170075,198220.653643908,16.6533333333333,8.26666666666667,692.583333333333,683.333333333333
"273","CO","D",2012,1120050,1281311.400408,18.2457777777778,7.75,734.3,669.333333333333
"274","CO","D",2013,2565525,2952127.350568,18.5956504065041,6.67113821138211,735.089430894309,675.325203252033
"275","CO","D",2014,4673000,4955938.238131,17.0815104166667,4.92421875,637.330729166667,677.721354166667
"276","CO","D",2015,8079375,6541459.94064173,16.6627736131934,3.7856071964018,464.23988005997,681.514242878561
"277","CO","E",2007,25000,12770.69,14.38,4.1,428,680
"278","CO","E",2008,31500,39110.7706122713,14.7866666666667,4.93333333333333,1095.33333333333,660
"279","CO","E",2009,56900,55065.5429804541,16.628,8.16,468.6,701
"280","CO","E",2010,27250,33349.8514293853,17.19,8.73333333333333,548.666666666667,678.333333333333
"281","CO","E",2011,48000,60236.4089680083,18.39,8.2,807.5,667.5
"282","CO","E",2012,420075,519379.513514,20.6895238095238,7.79047619047619,685.285714285714,668.809523809524
"283","CO","E",2013,369325,415730.737177,21.4740909090909,6.62954545454545,675.204545454545,675.909090909091
"284","CO","E",2014,1483325,1645735.18646138,20.0566393442623,4.81639344262295,635.073770491803,677.172131147541
"285","CO","E",2015,2452600,2086445.20692945,19.2595977011494,3.80287356321839,458.149425287356,680.028735632184
"286","CO","F",2010,33000,28775.9370270762,18.365,8.65,821,670
"287","CO","F",2011,20000,24710.506734883,18.25,8.8,609,680
"288","CO","F",2012,15625,21959.231227,23.63,7.65,1095,662.5
"289","CO","F",2013,48650,65323.690676,23.73625,6.4875,791.125,673.75
"290","CO","F",2014,327000,362371.376656304,24.1033333333333,4.96904761904762,575.619047619048,677.97619047619
"291","CO","F",2015,310850,258092.220005878,23.7058333333333,3.88333333333333,371.875,675.625
"292","CO","G",2012,30000,42558.83989,24.33,8.1,1095,680
"293","CO","G",2014,72100,84633.55,25.8525,4.6,639,662.5
"294","CO","G",2015,52025,35798.76,26.8371428571429,3.75714285714286,NA,678.571428571429
"295","CT","A",2007,4000,4495.838507303,7.75,4.5,1127,745
"296","CT","A",2008,27100,30877.6837331601,8.5675,5.875,1057.5,762.5
"297","CT","A",2009,223400,238944.480617068,8.63142857142857,8.47142857142857,968.678571428571,755
"298","CT","A",2010,486400,519105.286655345,7.10606557377049,9.12131147540984,822.868852459016,757.868852459016
"299","CT","A",2011,981125,1058777.18754395,7.06590476190476,8.69809523809524,784.819047619048,744.809523809524
"300","CT","A",2012,2012325,2149228.551802,7.59982558139535,8.35,857.947674418605,743.343023255814
"301","CT","A",2013,4181175,4553296.693596,7.74771217712177,7.60442804428044,837.073800738007,729.29889298893
"302","CT","A",2014,7737450,7888082.44081389,7.51625688073395,6.50697247706422,746.183486238532,717.779816513761
"303","CT","A",2015,16555225,11615824.085443,6.8747311827957,5.58826164874552,552.537634408602,720.197132616487
