"","addr_state","grade","year(issue_d)","sum(loan_amnt)","sum(total_pymnt)","mean(int_rate)","mean(UNEMP_RATE_ISSUE_DT)","mean(AGE)","mean(fico_range_low)"
"1082","MO","D",2015,6275050,4807799.43391392,16.632640776699,5.03708737864078,485.11067961165,681.883495145631
"1083","MO","E",2008,15450,17924.1866270828,13.43,5.4,547,665
"1084","MO","E",2009,42500,40592.9544521853,16.14,9.36,755.6,665
"1085","MO","E",2010,45000,40032.0140977913,17.745,9.5,213,667.5
"1086","MO","E",2011,60800,71942.2811607152,16.89,8.675,699.5,676.25
"1087","MO","E",2012,118125,135659.718821,20.7622222222222,6.91111111111111,446,673.333333333333
"1088","MO","E",2013,542975,636290.093354,21.7044186046512,6.5093023255814,721.790697674419,674.883720930233
"1089","MO","E",2014,807050,815732.698208333,20.2494117647059,5.96352941176471,NA,675.647058823529
"1090","MO","E",2015,1972600,1510802.15159334,19.0641059602649,5.04370860927152,461.225165562914,679.668874172185
"1091","MO","F",2012,28000,39419.72013,23.76,6.8,1095,660
"1092","MO","F",2013,98150,99437.068326,24.0245454545455,6.48181818181818,652.818181818182,673.181818181818
"1093","MO","F",2014,264925,244987.90407714,24.4022222222222,5.98518518518518,560.185185185185,675.740740740741
"1094","MO","F",2015,227850,161955.830001124,23.1418181818182,4.95909090909091,431.863636363636,680.454545454545
"1095","MO","G",2014,75250,83303.8480454057,25.838,6,536,678
"1096","MO","G",2015,45425,31454.074611324,27.16,4.76,359.8,683
"1097","MS","A",2008,13500,15237.4737676852,8,7.05,1110.5,770
"1098","MS","A",2009,16900,18958.696385529,8.98333333333333,8.76666666666667,750,741.666666666667
"1099","MS","A",2013,6000,6519.34,7.62,8.2,518,755
"1100","MS","A",2014,1909350,1865243.40094181,7.46303448275862,7.26551724137931,760.393103448276,715.724137931035
"1101","MS","A",2015,4843025,3328473.02834442,7.02838888888889,6.30277777777778,545.277777777778,717.861111111111
"1102","MS","B",2008,3200,3727.9842262345,10.2,7.5,1095,715
"1103","MS","B",2009,35500,42145.8065671945,11.8925,9.125,1026.75,743.75
"1104","MS","B",2012,4000,4690.5,10.65,9.1,1096,720
"1105","MS","B",2014,3002875,2975786.88989907,10.8345106382979,7.27659574468085,712.931914893617,688.872340425532
"1106","MS","B",2015,6142725,4305099.77744048,10.0948804780876,6.28127490039841,509.284860557769,687.490039840637
"1107","MS","C",2008,27625,20641.8660177493,12.645,7.2,776.25,685
"1108","MS","C",2009,17400,21249.0329168606,13.47,9.5,1096,705
"1109","MS","C",2011,6000,6364.681188532,15.27,9.8,183,665
"1110","MS","C",2014,2666250,2691534.35547312,13.8159545454545,7.24,675.168181818182,681.25
"1111","MS","C",2015,5629575,4092887.54560561,13.2720889748549,6.31489361702128,511.170212765957,682.969052224371
"1112","MS","D",2008,12000,14689.6583579946,13.55,6.3,1095,660
"1113","MS","D",2009,7000,6330.77445025452,15.21,9.5,684.5,667.5
"1114","MS","D",2014,1313800,1301659.92933009,16.7289719626168,7.24018691588785,675.859813084112,677.663551401869
"1115","MS","D",2015,2822225,2198200.73483695,16.658132780083,6.31120331950207,NA,680.497925311203
"1116","MS","E",2014,357000,284272.661742305,19.9736363636364,7.30606060606061,565.363636363636,677.575757575758
"1117","MS","E",2015,941050,724992.045647456,19.0552325581395,6.31162790697674,491.232558139535,676.453488372093
"1118","MS","F",2014,94200,83533.7300012405,24.025,7.28333333333333,553,671.666666666667
"1119","MS","F",2015,115275,64825.63,23.051,6.25,454.1,669.5
"1120","MS","G",2014,4825,5772.96,25.83,7.3,303.5,672.5
"1121","MS","G",2015,24375,17625.83,27.51,6.2,506.666666666667,665
"1122","MT","A",2008,32200,36764.0843054057,8.75333333333333,5.16666666666667,1075.33333333333,768.333333333333
"1123","MT","A",2009,10000,10419.7266088415,8.94,7.2,212,735
"1124","MT","A",2010,36000,38958.2116821114,7.02,7.3,476.5,750.833333333333
"1125","MT","A",2011,101300,109837.589680703,6.93583333333333,6.95833333333333,842.75,750
"1126","MT","A",2012,251500,271448.325349,7.50423076923077,5.96153846153846,745.384615384615,741.346153846154
"1127","MT","A",2013,766925,818201.428696,7.46962264150943,5.33018867924528,837.264150943396,735.943396226415
"1128","MT","A",2014,1507175,1502384.21328839,7.49877192982456,4.6140350877193,699.947368421053,717.5
"1129","MT","A",2015,3034875,2145146.79714855,6.90031111111111,4.12622222222222,536.995555555556,720.888888888889
"1130","MT","B",2008,15000,17390.7455049807,10.64,5.425,996.75,706.25
"1131","MT","B",2009,10850,11845.3137119395,11.39,6.9,761.5,710
"1132","MT","B",2010,47700,54761.0093375555,10.7966666666667,7.31666666666667,755.5,726.666666666667
"1133","MT","B",2011,67875,77504.4795346143,11.1544444444444,6.93333333333333,811.666666666667,704.444444444444
"1134","MT","B",2012,654375,747084.848917,11.9569230769231,5.89076923076923,815.076923076923,697.384615384615
"1135","MT","B",2013,1542400,1729275.850135,11.7179338842975,5.34628099173554,753.96694214876,693.347107438017
"1136","MT","B",2014,2079125,2184964.20652653,11.224880952381,4.67380952380952,685.52380952381,693.065476190476
"1137","MT","B",2015,3029875,2301846.39880397,10.0808914728682,4.13139534883721,504.81007751938,692.732558139535
"1138","MT","C",2009,12500,8842.132250582,13.52,7,745.5,680
"1139","MT","C",2010,33300,38647.3429082475,13.54,7.28333333333333,705,684.166666666667
"1140","MT","C",2011,12200,15378.392659167,14.32,6.9,1096,680
"1141","MT","C",2012,292275,279231.69619,15.047037037037,5.85555555555556,606.185185185185,680.555555555556
"1142","MT","C",2013,925150,1080300.40971,15.2227272727273,5.33522727272727,750.363636363636,683.125
"1143","MT","C",2014,1227250,1334746.75235508,14.0346341463415,4.62276422764228,639.634146341463,680.040650406504
"1144","MT","C",2015,2190025,1678345.44122056,13.2756650246305,4.12906403940887,488.216748768473,684.778325123153
"1145","MT","D",2009,4000,5037.936969558,15.65,7.1,1096,695
"1146","MT","D",2010,10000,12605.0930569638,15.7,7.3,1096,665
"1147","MT","D",2011,22000,18739.77,17.02,6.6,731,665
"1148","MT","D",2012,249500,298418.964527,18.0305882352941,5.91176470588235,805.117647058824,673.529411764706
"1149","MT","D",2013,291100,354302.85314,18.636875,5.340625,761.6875,679.6875
"1150","MT","D",2014,647675,641358.357906095,16.8637096774194,4.61935483870968,606.08064516129,676.532258064516
"1151","MT","D",2015,973975,801075.013492962,16.6083908045977,4.13103448275862,NA,683.16091954023
"1152","MT","E",2009,15000,2728.2,16.63,6.8,303,665
"1153","MT","E",2012,12000,7407.34,19.99,6.1,426,665
"1154","MT","E",2013,147825,146425.659927,21.3392307692308,5.33076923076923,665.307692307692,681.153846153846
"1155","MT","E",2014,226500,228101.393174378,19.666,4.605,NA,675.25
"1156","MT","E",2015,233900,204659.820000434,19.03,4.12,478.95,688
"1157","MT","F",2013,5125,6377.892397,24.31,5.35,395,665
"1158","MT","F",2014,19975,22136.8878837561,24.3175,4.7,631.5,676.25
"1159","MT","F",2015,16925,7412.56,23.6566666666667,4.13333333333333,324.666666666667,676.666666666667
"1160","NC","A",2007,46325,49823.4951133647,7.88571428571429,5,713.428571428571,770
"1161","NC","A",2008,23150,23730.6452185307,8.085,5.35,633.833333333333,740
"1162","NC","A",2010,236200,210803.861734401,6.5075,10.3,788.875,743.541666666667
"1163","NC","A",2011,1323650,1412286.27447157,7.1023125,10.14375,NA,746.03125
"1164","NC","A",2012,3238625,3336870.343281,7.61467320261438,9.16960784313726,NA,741.617647058824
"1165","NC","A",2013,6095550,6552459.496125,7.61603211009174,7.66628440366972,815.616972477064,732.006880733945
"1166","NC","A",2014,11797450,11997669.9564319,7.43493428912784,6.15639187574671,720.627240143369,722.939068100358
"1167","NC","A",2015,27439825,20188371.6248389,6.90808411214953,5.64916926272066,533.607995846314,719.231568016615
"1168","NC","B",2007,8550,9862.7992645281,9.485,5,1111.5,717.5
"1169","NC","B",2008,81775,85974.6172825898,10.4633333333333,5.2,865,712.222222222222
"1170","NC","B",2010,142700,158558.718162294,9.49666666666667,10.3,765,715
"1171","NC","B",2011,1348550,1503974.34804566,10.9937908496732,10.1352941176471,842.450980392157,704.934640522876
"1172","NC","B",2012,5085000,5631962.326501,12.0486336633663,9.12237623762376,806.617821782178,697.90099009901
"1173","NC","B",2013,13645250,15164152.989272,11.7556357078449,7.74102795311091,761.694319206492,695.834084761046
"1174","NC","B",2014,17745400,18548295.9079798,11.2395929824561,6.21943859649123,NA,692.235087719298
"1175","NC","B",2015,28896900,21227630.4564893,10.0318018394649,5.64109531772575,NA,690.965719063545
"1176","NC","C",2007,46775,48601.7201274224,10.6725,4.925,897.5,720
"1177","NC","C",2008,108050,117625.97683103,10.684,5.37,1074.2,692
"1178","NC","C",2010,49000,53697.5944482748,12.976,10.3,827.6,683
"1179","NC","C",2011,476925,516434.187233085,13.8090196078431,10.1274509803922,NA,689.803921568627
"1180","NC","C",2012,3277450,3708334.724907,15.2631333333333,9.12733333333333,763.823333333333,679.6
"1181","NC","C",2013,7440000,8342103.286205,15.4756153846154,7.74030769230769,NA,681.476923076923
"1182","NC","C",2014,13339875,13761997.5276885,14.0628991596639,6.19075630252101,NA,681.77731092437
"1183","NC","C",2015,23485700,17949305.6611233,13.203654676259,5.65453237410072,496.451318944844,683.491606714628
"1184","NC","D",2007,2100,2314.27,12.49,5,244,660
"1185","NC","D",2008,15000,16477.3875051371,13.205,6.1,608.5,680
"1186","NC","D",2010,54975,56219.5887171293,14.5833333333333,10.3,857.5,668.333333333333
"1187","NC","D",2011,481275,554916.263815319,15.9574418604651,10.1627906976744,740.744186046512,674.883720930233
"1188","NC","D",2012,1677225,1924080.744599,18.3320634920635,9.10634920634921,NA,672.539682539683
"1189","NC","D",2013,3937125,4302376.059605,18.7571788413098,7.7735516372796,NA,679.382871536524
"1190","NC","D",2014,6058325,6351287.49015403,17.0270727272727,6.16345454545455,661.594545454545,677.681818181818
"1191","NC","D",2015,10991475,8438936.05234899,16.65616468039,5.6703141928494,NA,679.859154929577
"1192","NC","E",2008,23575,23048.5094054163,14.5,5.4,1095,680
"1193","NC","E",2011,99850,109251.302327512,18.522,10.11,639.7,683.5
"1194","NC","E",2012,242050,301322.670965,20.8366666666667,9.13333333333333,849.166666666667,668.75
"1195","NC","E",2013,905800,986161.09876,21.5660869565217,7.63695652173913,665.45652173913,675.760869565217
"1196","NC","E",2014,1642925,1614102.21884285,20.2633136094675,6.17988165680473,619.497041420118,677.396449704142
"1197","NC","E",2015,3235350,2552624.44764921,19.1226394052045,5.6728624535316,NA,680.018587360595
"1198","NC","F",2007,2125,2580.28883845744,15.01,4.9,547,700
"1199","NC","F",2011,45000,36055.8763851253,20.62,10.3,564,665
"1200","NC","F",2012,27900,28790.39385,22.75,9.16666666666667,537.333333333333,665
"1201","NC","F",2013,222200,247541.3421,23.9935294117647,7.61764705882353,676.823529411765,673.235294117647
"1202","NC","F",2014,464050,494202.177465025,24.2994827586207,6.22068965517241,642.98275862069,676.810344827586
"1203","NC","F",2015,384150,309680.443865492,23.4523404255319,5.67659574468085,425.744680851064,677.021276595745
"1204","NC","G",2014,55925,60293.77,25.83,5.975,836.5,673.75
"1205","NC","G",2015,61400,42358.1100038039,27.4257142857143,5.65714285714286,331.142857142857,675.714285714286
"1206","ND","A",2015,663725,413207.511009137,6.93122448979592,2.9265306122449,486.69387755102,722.244897959184
"1207","ND","B",2015,1563675,951581.486741742,9.826796875,2.96875,444.6015625,687.2265625
"1208","ND","C",2015,1193250,770678.107454877,13.2368181818182,2.96363636363636,451.090909090909,679.772727272727
"1209","ND","D",2015,433650,321063.694164635,16.5645161290323,2.98064516129032,385.774193548387,680.967741935484
"1210","ND","E",2015,116975,100125.463878709,18.5918181818182,2.94545454545455,343.090909090909,683.636363636364
"1211","ND","F",2015,57625,47938.472890336,23.24,2.9,426,698.75
"1212","ND","G",2015,5000,3082.01,27.88,3.1,456,695
"1213","NE","A",2013,11200,11416.51408,6.03,3.6,120,765
"1214","NE","A",2015,2089700,1393366.46183004,6.90459459459459,3.16554054054054,470.952702702703,723.006756756757
"1215","NE","B",2007,2500,2086.67,9.64,3.1,943,770
"1216","NE","B",2015,3084325,2047996.49735736,10.0096254681648,3.17228464419476,470.928838951311,686.385767790262
"1217","NE","C",2007,4800,5675.5725279543,11.22,3.1,1096,680
"1218","NE","C",2015,2457600,1591030.9962416,13.0157674418605,3.17162790697674,448.204651162791,680.093023255814
"1219","NE","D",2007,16900,7731.9,12.8,3.05,806.5,670
"1220","NE","D",2008,7500,9046.73227142789,12.61,3.2,1095,675
"1221","NE","D",2015,1044975,642599.899547815,16.5796703296703,3.16923076923077,424.032967032967,676.758241758242
"1222","NE","E",2013,6000,7352.42,21,3.5,455,675
"1223","NE","E",2015,313850,233107.675615698,18.9046153846154,3.17307692307692,451.615384615385,677.692307692308
"1224","NE","F",2015,21775,9071.72,24.99,3.2,345,673.333333333333
"1225","NE","G",2015,48325,32163.13,27.46,3.175,494,680
"1226","NH","A",2009,42550,46987.2270326654,8.775,6.15,735,754.166666666667
"1227","NH","A",2010,102700,101453.968209309,6.99454545454545,5.84545454545455,849.909090909091,765
"1228","NH","A",2011,204600,223320.708243337,7.10038461538462,5.41923076923077,888.846153846154,748.461538461538
"1229","NH","A",2012,607775,663127.537717,7.57322580645161,5.48870967741935,830.096774193548,741.774193548387
"1230","NH","A",2013,1545250,1681337.580612,7.67653846153846,4.96057692307692,805.836538461538,727.403846153846
"1231","NH","A",2014,2467400,2498270.54836713,7.37598837209302,4.19360465116279,758.308139534884,724.040697674419
"1232","NH","A",2015,6181375,4380006.6584103,6.82641509433962,3.31320754716981,540.497641509434,720.860849056604
"1233","NH","B",2008,20500,21331.2552751021,10.67,4.5,774.5,715
"1234","NH","B",2009,51150,40696.2312658364,11.7171428571429,6.27142857142857,712.857142857143,712.857142857143
"1235","NH","B",2010,157125,162617.625117701,10.5570588235294,5.85882352941176,730.294117647059,712.647058823529
"1236","NH","B",2011,183900,202576.223367436,10.701875,5.38125,864,717.5
"1237","NH","B",2012,775925,863985.713461,11.871,5.50142857142857,820.828571428571,701.071428571429
"1238","NH","B",2013,2123125,2410942.287279,11.7529213483146,5.00337078651685,770.85393258427,695.056179775281
"1239","NH","B",2014,3550375,3802460.54747936,11.2336861313869,4.29270072992701,721.967153284672,694.598540145985
"1240","NH","B",2015,5770425,4319828.41175771,9.9694701986755,3.3046357615894,529.320088300221,690.485651214128
"1241","NH","C",2007,15500,18307.1775230348,11.065,3.5,1111.5,677.5
"1242","NH","C",2008,14500,8052.6821745717,11.5,3.6,1065.5,742.5
"1243","NH","C",2009,11500,13763.7586293492,12.87,6.4,898,682.5
"1244","NH","C",2010,75650,88004.1078713893,13.5071428571429,5.88571428571429,839.428571428571,684.285714285714
"1245","NH","C",2011,114425,134904.945114218,14.0255555555556,5.38888888888889,883,685
"1246","NH","C",2012,556775,652342.291796,15.314375,5.50416666666667,780.104166666667,682.916666666667
"1247","NH","C",2013,1361300,1548658.907694,15.1605128205128,5.00598290598291,725.65811965812,684.444444444444
"1248","NH","C",2014,2553025,2727936.26571017,14.1021393034826,4.24427860696517,717.243781094527,680.945273631841
"1249","NH","C",2015,3755600,2965280.56824596,13.2905590062112,3.34130434782609,501.406832298137,681.645962732919
"1250","NH","D",2008,24850,29359.3224063213,13.55,3.65,898,680
"1251","NH","D",2009,43650,40382.516257336,14.8966666666667,6.08333333333333,953.333333333333,675
"1252","NH","D",2010,33500,41534.5454949894,15.64,5.9,837,682.5
"1253","NH","D",2011,36000,45735.9857728368,16.73,5.4,913.333333333333,680
"1254","NH","D",2012,321175,365857.258199,18.1883333333333,5.5,777.333333333333,677.777777777778
"1255","NH","D",2013,615300,710801.229388,18.6791803278689,4.9983606557377,706.590163934426,676.55737704918
"1256","NH","D",2014,970375,1006668.16189282,16.9880898876404,4.21573033707865,673.640449438202,677.134831460674
"1257","NH","D",2015,1544900,1254267.58190975,16.6776428571429,3.375,503.535714285714,676.428571428571
"1258","NH","E",2009,25000,31297.1980019434,16.635,5.7,911.5,665
"1259","NH","E",2011,38000,46623.9005163455,18.51,5.45,700.5,665
"1260","NH","E",2012,35000,47904.83988,21.49,5.5,1126,670
"1261","NH","E",2013,113700,144531.923272,21.3909090909091,5.08181818181818,NA,678.181818181818
"1262","NH","E",2014,215275,252443.056291835,20.0391666666667,4.2,667.25,677.916666666667
"1263","NH","E",2015,563875,512342.296937044,19.13725,3.37,490.475,684.125
"1264","NH","F",2010,3000,3893.964687519,17.8,5.5,1096,665
"1265","NH","F",2013,21500,27429.94001,24.245,4.8,532.5,667.5
"1266","NH","F",2014,108050,131450.700000999,23.865,4.18,803.3,672.5
"1267","NH","F",2015,116675,61875.69,23.1328571428571,3.28571428571429,335.142857142857,680
"1268","NH","G",2012,24000,34038.04012,24.89,5.5,942,660
"1269","NJ","A",2007,7500,8426.5470380346,7.75,4.3,1096,760
"1270","NJ","A",2008,66100,63077.1537426792,8.498,5.23,912.9,744.5
"1271","NJ","A",2009,430100,452213.04497834,8.84,9.29824561403509,882.035087719298,753.421052631579
"1272","NJ","A",2010,933675,928750.677612474,7.20225225225225,9.49189189189189,872.315315315315,754.189189189189
"1273","NJ","A",2011,2430750,2589744.69664173,7.1116796875,9.3296875,817.95703125,749.51171875
"1274","NJ","A",2012,4395725,4685664.742607,7.55329974811083,9.30125944584383,817.403022670025,742.632241813602
"1275","NJ","A",2013,10522225,11342798.751665,7.69435628742515,7.99790419161677,819.633233532934,729.535928143713
"1276","NJ","A",2014,20558225,20777893.3894583,7.46158208955224,6.69746268656716,730.699253731343,719.623134328358
"1277","NJ","A",2015,40587975,28718626.8124837,6.88268382352941,5.68974264705882,540.422426470588,717.340073529412
"1278","NJ","B",2007,24300,24293.0457254578,9.582,4.46,1035.4,703
"1279","NJ","B",2008,238625,230479.362052939,10.4386363636364,5.52272727272727,941.727272727273,723.636363636364
"1280","NJ","B",2009,579250,599742.106620238,11.7965306122449,9.54897959183674,829.938775510204,728.163265306122
"1281","NJ","B",2010,1334900,1409326.38297452,10.7081512605042,9.49663865546218,NA,720.252100840336
"1282","NJ","B",2011,1857050,2049203.50728983,11.0421276595745,9.33457446808511,841.867021276596,704.335106382979
"1283","NJ","B",2012,7114250,7759815.888193,12.1202978056426,9.29608150470219,812.83855799373,698.181818181818
"1284","NJ","B",2013,19335800,21480109.829492,11.7915168153741,8.04516129032258,NA,695.150995195607
"1285","NJ","B",2014,27042225,28360263.4499014,11.1643700787402,6.7181594488189,727.622539370079,692.180118110236
"1286","NJ","B",2015,43786425,31424147.8136576,9.98358258258258,5.65078078078078,NA,689.220720720721
"1287","NJ","C",2007,21800,19505.3668431354,10.75,4.55,685,690
"1288","NJ","C",2008,224650,229598.945147445,11.8560869565217,5.36086956521739,863.913043478261,688.478260869565
"1289","NJ","C",2009,667350,769727.58955372,13.326875,9.19375,846.234375,698.75
"1290","NJ","C",2010,872800,934740.955309782,13.5568888888889,9.49444444444445,785.811111111111,690.722222222222
"1291","NJ","C",2011,1099125,1214753.06565163,13.9124074074074,9.31388888888889,NA,683.564814814815
"1292","NJ","C",2012,4727475,5141560.525043,15.2275510204082,9.28979591836735,759.492346938776,680.714285714286
"1293","NJ","C",2013,11438600,12688058.79726,15.3774237288136,8.0380790960452,NA,683.621468926554
"1294","NJ","C",2014,19901675,20890369.513946,14.0623086734694,6.71116071428571,NA,682.426658163265
"1295","NJ","C",2015,32698325,24457351.4497931,13.2119407008086,5.71031959953793,NA,682.404697728148
"1296","NJ","D",2007,51000,37772.5091529563,12.364,4.52,700.6,676
"1297","NJ","D",2008,112450,113505.98858182,13.4944444444444,5.35555555555556,808.333333333333,675
"1298","NJ","D",2009,335825,389952.268542346,14.9442857142857,9.32142857142857,797.571428571429,678.035714285714
"1299","NJ","D",2010,810200,851799.707309284,15.2215584415584,9.5025974025974,779.324675324675,677.857142857143
"1300","NJ","D",2011,790400,915902.290585399,16.0579104477612,9.34776119402985,866.298507462687,679.029850746269
"1301","NJ","D",2012,2949675,3215371.457629,18.2701421800948,9.28530805687204,NA,671.635071090047
"1302","NJ","D",2013,6387600,7039771.279279,18.7189889705882,8.053125,724.248161764706,678.998161764706
"1303","NJ","D",2014,9173075,9538100.1388295,17.0449048913043,6.69116847826087,NA,677.826086956522
"1304","NJ","D",2015,15131700,11782953.7133158,16.6606995515695,5.73578475336323,488.0466367713,679.179372197309
"1305","NJ","E",2007,2400,2942.4275325552,13.75,4.6,1096,665
"1306","NJ","E",2008,50000,48856.9828639677,14.875,5.6,608.25,668.75
"1307","NJ","E",2009,172100,171406.598975851,16.3566666666667,9.225,935.75,669.166666666667
"1308","NJ","E",2010,138800,141090.511571991,16.79,9.55833333333333,930.833333333333,675.833333333333
"1309","NJ","E",2011,125800,153892.697328598,17.9366666666667,9.34444444444444,636.111111111111,667.777777777778
"1310","NJ","E",2012,667150,810205.18419,20.9226470588235,9.29411764705882,781.676470588235,666.470588235294
"1311","NJ","E",2013,1355450,1405999.992005,21.6250735294118,7.97279411764706,NA,676.948529411765
"1312","NJ","E",2014,3092900,3321543.03375979,20.3802641509434,6.69283018867925,NA,678.207547169811
"1313","NJ","E",2015,4046825,3043011.09357485,19.1616197183099,5.79612676056338,469.890845070423,676.637323943662
"1314","NJ","F",2008,29000,35489.8706613732,15.92,5.05,1095.5,685
"1315","NJ","F",2009,22000,13128.8851477409,18.365,9.55,670.5,667.5
"1316","NJ","F",2010,7750,10138.5449869067,18.67,9.4,1004,660
"1317","NJ","F",2011,21975,26925.6482824582,21.74,9.4,928.5,665
"1318","NJ","F",2012,81000,88668.966369,22.816,9.24,639.2,678
"1319","NJ","F",2013,202475,246715.194587,24.0696,7.756,699.84,675.6
"1320","NJ","F",2014,618325,675390.610259549,24.1254929577465,6.68591549295775,632.267605633803,673.098591549296
"1321","NJ","F",2015,388475,346324.218463463,23.3594444444444,5.81111111111111,423.805555555556,672.638888888889
"1322","NJ","G",2012,111500,117210.9651,24.332,9.34,523.2,665
"1323","NJ","G",2013,64175,84938.78885,25.83,7.4,730,665
"1324","NJ","G",2014,109950,117250.22,25.83,6.6,827.6,680
"1325","NJ","G",2015,77100,43772.8900019256,27.104,5.51,286.1,667
"1326","NM","A",2008,12000,13462.1569221611,8.07,4,912,780
"1327","NM","A",2009,65850,72956.2267026466,8.71714285714286,8.01428571428571,813.142857142857,759.285714285714
"1328","NM","A",2010,108400,117018.358650669,7.08166666666667,8.1,862.722222222222,755
"1329","NM","A",2011,144000,143343.12720465,7.24526315789474,7.48421052631579,790.105263157895,745.263157894737
"1330","NM","A",2012,595575,642250.649643,7.64212765957447,7.06595744680851,675.042553191489,742.340425531915
"1331","NM","A",2013,1605725,1751484.515357,7.67157407407407,6.84351851851852,787.805555555556,726.064814814815
"1332","NM","A",2014,2804050,2775649.97466736,7.49262376237624,6.65,697.831683168317,723.514851485148
"1333","NM","A",2015,5181775,3653949.17943616,6.7970218579235,6.48934426229508,521.55737704918,722.909836065574
"1334","NM","B",2008,7200,8387.9604585533,10.2,5.9,1095,730
"1335","NM","B",2009,76100,90429.8814503871,11.64875,7.9375,1069.25,720.625
"1336","NM","B",2010,171000,181974.980327515,10.8677777777778,8.16111111111111,932.166666666667,715
"1337","NM","B",2011,198550,222398.129862226,10.7109090909091,7.43636363636364,920.363636363636,708.409090909091
"1338","NM","B",2012,1101600,1254463.4591,12.2956842105263,7.07578947368421,848.778947368421,698.315789473684
"1339","NM","B",2013,2782200,3066822.74813,11.8870319634703,6.83881278538813,761.96803652968,692.100456621005
"1340","NM","B",2014,4209925,4417747.99641346,11.2686585365854,6.69298780487805,711.72256097561,692.759146341463
"1341","NM","B",2015,6517675,4800357.43588744,10.0418860510805,6.49037328094303,512.746561886051,689.34184675835
"1342","NM","C",2007,20000,22583.2667671403,11.22,4,578,700
"1343","NM","C",2008,23475,22422.88,11.875,4.2,981.5,673.75
"1344","NM","C",2009,91000,106720.218253797,13.25,7.76666666666667,797.333333333333,703.333333333333
"1345","NM","C",2010,58000,68590.4953938559,13.38,8.18,955.8,688
"1346","NM","C",2011,45725,44637.5704105416,13.94,7.5625,761.125,677.5
"1347","NM","C",2012,566950,646861.718993,15.2526086956522,7.06086956521739,816.586956521739,681.847826086957
"1348","NM","C",2013,1807425,2017970.785929,15.3279104477612,6.84253731343284,NA,685.074626865672
"1349","NM","C",2014,3548600,3645196.34776824,14.1236842105263,6.66203007518797,679.924812030075,682.236842105263
"1350","NM","C",2015,5009450,3822531.29430753,13.2649653579677,6.49122401847575,475.071593533487,681.535796766744
"1351","NM","D",2007,7000,8570.680501507,12.49,3.8,1157,660
"1352","NM","D",2008,12000,14827.6944398239,14.3,5.4,1095,660
"1353","NM","D",2009,8125,10056.8792256117,14.42,7.3,1096,685
"1354","NM","D",2010,12500,15455.0857676077,15.085,8.25,898.5,677.5
"1355","NM","D",2011,40500,38435.1287294733,16.345,7.45,842.666666666667,669.166666666667
"1356","NM","D",2012,413875,442819.831548,18.2138709677419,7.08387096774194,779.290322580645,668.709677419355
"1357","NM","D",2013,799375,880045.53475,18.8212,6.83466666666667,646.32,679.4
"1358","NM","D",2014,1525175,1613881.59736411,17.0899248120301,6.66015037593985,NA,678.496240601504
"1359","NM","D",2015,2625975,2044026.81831537,16.6447945205479,6.49315068493151,NA,678.584474885845
"1360","NM","E",2008,21000,23176.023396089,15.2,4,274,675
"1361","NM","E",2009,20000,24265.2548232831,17.04,8.1,638,670
"1362","NM","E",2010,15500,19418.6995840996,16.45,8.2,853,660
"1363","NM","E",2011,6000,7953.0467905593,19.42,7.6,1065,665
"1364","NM","E",2012,64125,74160.917693,20.91,7,608.5,670.833333333333
"1365","NM","E",2013,75200,88676.272401,21.5677777777778,6.83333333333333,774.333333333333,679.444444444444
"1366","NM","E",2014,410225,390018.130833742,19.9263636363636,6.64545454545455,594.757575757576,677.121212121212
"1367","NM","E",2015,764400,678951.912997311,18.8539285714286,6.49107142857143,448.571428571429,679.107142857143
"1368","NM","F",2011,7000,7957.2480631212,20.89,7.6,519,660
"1369","NM","F",2013,10575,15036.05304,24.5,6.9,1096,660
"1370","NM","F",2014,78250,95133.0425725671,24.6425,6.775,601.375,672.5
"1371","NM","F",2015,32075,19173.43000013,23.2416666666667,6.5,NA,685
"1372","NM","G",2014,8000,11237.73,25.83,6.8,792,660
"1373","NV","A",2008,9000,9438.650751518,7.875,7.1,851,750
"1374","NV","A",2009,42450,47310.4513675016,8.25333333333333,11.8166666666667,999.5,751.666666666667
"1375","NV","A",2010,195100,190476.996548293,7.19125,13.6125,719.125,750.208333333333
"1376","NV","A",2011,498850,544316.073776211,7.05075471698113,12.9943396226415,834.679245283019,752.735849056604
"1377","NV","A",2012,1691175,1778177.994018,7.71951724137931,11.0565517241379,816.806896551724,738.068965517241
"1378","NV","A",2013,3390325,3690505.841787,7.70271028037383,9.37196261682243,790.602803738318,725.771028037383
"1379","NV","A",2014,5642950,5705311.89167665,7.57313725490196,7.79093137254902,NA,714.117647058824
"1380","NV","A",2015,11837225,8718835.4146981,6.9736268829664,6.74345307068366,534.295480880649,714.154113557358
"1381","NV","B",2008,30300,21448.6440498388,10.116,6.24,906.2,718
"1382","NV","B",2009,214550,190286.03302964,11.8694444444444,11.7555555555556,767.444444444444,729.444444444444
"1383","NV","B",2010,442550,427289.446744646,10.9564705882353,13.55,738.529411764706,726.470588235294
"1384","NV","B",2011,450650,474042.54969146,11.0063492063492,12.9888888888889,805.238095238095,699.920634920635
"1385","NV","B",2012,2880125,3093134.783929,12.2787209302326,10.9007751937985,790.166666666667,697.635658914729
"1386","NV","B",2013,8034950,8757530.289137,11.8542768273717,9.43608087091757,760.007776049767,693.413685847589
"1387","NV","B",2014,9325725,9666947.69341612,11.2342652795839,7.91768530559168,NA,690.234070221066
